Hybridization REF	GSM115896	GSM115897	GSM115898	GSM115899	GSM115900	GSM115901
Affymetrix:CompositeSequence:Mouse430A_2:1419900_at	0.010742	0.00415	0.008057	0.017578	0.01416	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1419905_s_at	0.008057	0.559082	0.398926	0.023926	0.567627	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1419906_at	0.398926	0.5	0.72583	0.466064	0.246094	0.457764
Affymetrix:CompositeSequence:Mouse430A_2:1419907_s_at	0.601074	0.219482	0.001221	0.008057	0.00293	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1419908_at	0.559082	0.246094	0.095215	0.008057	0.023926	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1419909_at	0.00415	0.000732	0.00293	0.005859	0.001953	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1419910_at	0.001221	0.000732	0.000244	0.000732	0.000244	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1419911_at	0.005859	0.018555	0.067627	0.008057	0.398926	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1419912_s_at	0.008057	0.00415	0.334473	0.01416	0.035645	0.398926
Affymetrix:CompositeSequence:Mouse430A_2:1419913_at	0.067627	0.064453	0.219482	0.27417	0.149658	0.188721
Affymetrix:CompositeSequence:Mouse430A_2:1419914_s_at	0.00415	0.018555	0.5	0.000732	0.01416	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1419915_at	0.000244	0.046143	0.037598	0.129639	0.008057	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1419916_at	0.000244	0.000244	0.010742	0.01001	0.018555	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1419917_s_at	0.001953	0.095215	0.303711	0.366211	0.850342	0.213135
Affymetrix:CompositeSequence:Mouse430A_2:1419918_at	0.005859	0.018555	0.149658	0.030273	0.219482	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1419919_at	0.798584	0.80542	0.334473	0.466064	0.72583	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1419920_s_at	0.000244	0.000244	0.00415	0.001953	0.001953	0.001953
Affymetrix:CompositeSequence:Mouse430A_2:1419921_s_at	0.000244	0.000244	0.000732	0.000244	0.000732	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1419927_s_at	0.056152	0.696289	0.27417	0.246094	0.357666	0.884521
Affymetrix:CompositeSequence:Mouse430A_2:1419928_at	0.432373	0.45752	0.466064	0.095215	0.665527	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1419929_at	0.491699	0.432373	0.432373	0.5	0.432373	0.266602
Affymetrix:CompositeSequence:Mouse430A_2:1419930_at	0.943848	0.932373	0.067627	0.466064	0.72583	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1419931_at	0.000244	0.00293	0.018555	0.001953	0.111572	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1419932_s_at	0.633789	0.665527	0.466064	0.466064	0.72583	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1419933_at	0.398926	0.466064	0.633789	0.976074	0.991943	0.504395
Affymetrix:CompositeSequence:Mouse430A_2:1419934_at	0.018555	0.000244	0.005859	0.00415	0.046143	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1419935_s_at	0.030273	0.018555	0.129639	0.129639	0.366211	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1419936_at	0.129639	0.213135	0.366211	0.129639	0.888428	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1419937_at	0.000244	0.023926	0.001221	0.000244	0.00293	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1419940_at	0.046143	0.657471	0.398926	0.334473	0.696289	0.01416
Affymetrix:CompositeSequence:Mouse430A_2:1419941_at	0.753906	0.80542	0.870361	0.27417	0.888428	0.533936
Affymetrix:CompositeSequence:Mouse430A_2:1419942_at	0.976074	0.850342	0.989258	0.828613	0.246094	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1419943_s_at	0.030273	0.80542	0.023926	0.246094	0.095215	0.013184
Affymetrix:CompositeSequence:Mouse430A_2:1419944_at	0.246094	0.981445	0.432373	0.72583	0.98584	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1419945_s_at	0.005859	0.008057	0.056152	0.008057	0.01416	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1419946_s_at	0.000732	0.00293	0.005859	0.000244	0.037598	0.001953
Affymetrix:CompositeSequence:Mouse430A_2:1419947_at	0.080566	0.213135	0.334473	0.111572	0.432373	0.171387
Affymetrix:CompositeSequence:Mouse430A_2:1419948_at	0.334473	0.567627	0.567627	0.601074	0.144531	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1419949_at	0.007813	0.111572	0.458496	0.053711	0.056152	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1419950_s_at	0.008057	0.00415	0.01416	0.001221	0.000732	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1419951_at	0.001221	0.005859	0.056152	0.001221	0.030273	0.067627
Affymetrix:CompositeSequence:Mouse430A_2:1419952_at	0.046143	0.067627	0.023926	0.080566	0.111572	0.080566
Affymetrix:CompositeSequence:Mouse430A_2:1419953_at	0.989258	0.665527	0.888428	0.533936	0.303711	0.969727
Affymetrix:CompositeSequence:Mouse430A_2:1419954_s_at	0.037598	0.19458	0.129639	0.067627	0.095215	0.212891
Affymetrix:CompositeSequence:Mouse430A_2:1419955_at	0.01416	0.466064	0.365967	0.149658	0.008057	0.037598
Affymetrix:CompositeSequence:Mouse430A_2:1419956_at	0.80542	0.028564	0.999756	0.466064	0.633789	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1419957_at	0.559082	0.753906	0.696289	0.866211	0.72583	0.969727
Affymetrix:CompositeSequence:Mouse430A_2:1419958_at	0.850342	0.888428	0.969727	0.850342	0.828613	0.357666
Affymetrix:CompositeSequence:Mouse430A_2:1419959_s_at	0.246094	0.559082	0.780518	0.246094	0.366211	0.129639
Affymetrix:CompositeSequence:Mouse430A_2:1419960_at	0.633789	0.80542	0.904785	0.219482	0.95166	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1419961_s_at	0.567627	0.828857	0.932373	0.687988	0.665527	0.26709
Affymetrix:CompositeSequence:Mouse430A_2:1419962_at	0.753906	0.52417	0.432373	0.334473	0.129639	0.080566
Affymetrix:CompositeSequence:Mouse430A_2:1419963_at	0.018555	0.525391	0.111572	0.19458	0.567627	0.239014
Affymetrix:CompositeSequence:Mouse430A_2:1419964_s_at	0.080566	0.037598	0.010742	0.046143	0.19458	0.932373
Affymetrix:CompositeSequence:Mouse430A_2:1419965_at	0.665527	0.72583	0.981445	0.696289	0.780518	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1419966_at	0.246094	0.366211	0.533936	0.592773	0.19458	0.74707
Affymetrix:CompositeSequence:Mouse430A_2:1419967_at	0.010742	0.005859	0.037598	0.01416	0.219482	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1419968_at	0.665527	0.85083	0.828613	0.845703	0.533936	0.99585
Affymetrix:CompositeSequence:Mouse430A_2:1419969_at	0.028564	0.753906	0.72583	0.696289	0.525391	0.850342
Affymetrix:CompositeSequence:Mouse430A_2:1419970_at	0.952393	0.828613	0.960205	0.828613	0.919434	0.919434
Affymetrix:CompositeSequence:Mouse430A_2:1419971_s_at	0.567627	0.657715	0.45752	0.432373	0.975586	0.491699
Affymetrix:CompositeSequence:Mouse430A_2:1419972_at	0.005859	0.01416	0.149658	0.037598	0.030273	0.067627
Affymetrix:CompositeSequence:Mouse430A_2:1419973_at	0.005859	0.334473	0.696289	0.71875	0.633789	0.390625
Affymetrix:CompositeSequence:Mouse430A_2:1419974_at	0.239258	0.124512	0.567627	0.219482	0.213379	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1419975_at	0.000732	0.000244	0.043945	0.01416	0.056152	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1419976_s_at	0.000732	0.005859	0.010742	0.005859	0.000732	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1419977_s_at	0.000732	0.000732	0.00293	0.000732	0.000244	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1419978_s_at	0.533936	0.80542	0.696289	0.696289	0.665527	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1419979_s_at	0.095215	0.00293	0.129639	0.129639	0.001221	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1419980_at	0.018555	0.008057	0.303711	0.018555	0.056152	0.01416
Affymetrix:CompositeSequence:Mouse430A_2:1419981_at	0.001221	0.000244	0.001221	0.000732	0.000244	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1419982_s_at	0.80542	0.951416	0.865479	0.780518	0.432373	0.799805
Affymetrix:CompositeSequence:Mouse430A_2:1419983_at	0.780518	0.943848	0.828613	0.962402	0.932373	0.98584
Affymetrix:CompositeSequence:Mouse430A_2:1419984_s_at	0.423828	0.398926	0.633789	0.067627	0.129639	0.45752
Affymetrix:CompositeSequence:Mouse430A_2:1419987_at	0.095215	0.018555	0.19458	0.303711	0.017334	0.01416
Affymetrix:CompositeSequence:Mouse430A_2:1419988_at	0.432373	0.037598	0.398926	0.533936	0.665527	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1419989_at	0.904785	0.888428	0.665527	0.633789	0.932373	0.960449
Affymetrix:CompositeSequence:Mouse430A_2:1419991_at	0.398926	0.129639	0.053955	0.149658	0.023926	0.095215
Affymetrix:CompositeSequence:Mouse430A_2:1419992_x_at	0.018555	0.432373	0.432373	0.19458	0.129639	0.095215
Affymetrix:CompositeSequence:Mouse430A_2:1419993_at	0.904785	0.850342	0.491211	0.246094	0.80542	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1419994_s_at	0.008057	0.001953	0.080566	0.001953	0.930664	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1419995_at	0.01416	0.00293	0.27417	0.005859	0.466064	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1419997_at	0.171387	0.046143	0.095215	0.303711	0.390137	0.822754
Affymetrix:CompositeSequence:Mouse430A_2:1419998_at	0.822998	0.828613	0.567627	0.432373	0.867188	0.932373
Affymetrix:CompositeSequence:Mouse430A_2:1419999_at	0.633789	0.533936	0.219482	0.095215	0.696289	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1420000_s_at	0.000732	0.000732	0.00293	0.001221	0.000244	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1420001_at	0.111572	0.303711	0.633789	0.111572	0.398926	0.067627
Affymetrix:CompositeSequence:Mouse430A_2:1420002_at	0.056152	0.246094	0.943848	0.010742	0.625488	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1420003_at	0.030273	0.366211	0.303711	0.005859	0.149658	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1420004_s_at	0.822998	0.080566	0.567627	0.303711	0.567627	0.080566
Affymetrix:CompositeSequence:Mouse430A_2:1420007_at	0.822998	0.334473	0.969727	0.99585	0.432373	0.567627
Affymetrix:CompositeSequence:Mouse430A_2:1420008_s_at	0.696289	0.865723	0.696289	0.80542	0.932373	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1420009_at	0.334473	0.27417	0.398926	0.424072	0.171387	0.567627
Affymetrix:CompositeSequence:Mouse430A_2:1420010_at	0.000732	0.000244	0.27417	0.001953	0.00415	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1420011_s_at	0.091553	0.037598	0.366211	0.080566	0.567627	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1420012_at	0.010742	0.095215	0.080566	0.188721	0.334473	0.017822
Affymetrix:CompositeSequence:Mouse430A_2:1420013_s_at	0.303711	0.037598	0.077393	0.366211	0.046143	0.129639
Affymetrix:CompositeSequence:Mouse430A_2:1420014_at	0.037598	0.219482	0.533936	0.149658	0.266846	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1420017_at	0.067627	0.490234	0.780518	0.111572	0.533936	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1420018_s_at	0.828613	0.999756	0.780518	0.334473	0.80542	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1420019_at	0.753906	0.5	0.976074	0.601563	0.916016	0.266846
Affymetrix:CompositeSequence:Mouse430A_2:1420020_at	0.27417	0.5	0.780518	0.5	0.753906	0.592285
Affymetrix:CompositeSequence:Mouse430A_2:1420021_s_at	0.001221	0.001221	0.037598	0.018555	0.001221	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1420022_s_at	0.000244	0.001953	0.001953	0.000732	0.056152	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1420023_at	0.287109	0.633789	0.70459	0.893555	0.149414	0.008301
Affymetrix:CompositeSequence:Mouse430A_2:1420024_s_at	0.056152	0.149658	0.171387	0.030273	0.149658	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1420025_s_at	0.19458	0.80542	0.398926	0.149658	0.850342	0.12915
Affymetrix:CompositeSequence:Mouse430A_2:1420026_at	0.303711	0.850342	0.991943	0.633789	0.567627	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1420027_at	0.592773	0.74707	0.753906	0.780518	0.828613	0.533936
Affymetrix:CompositeSequence:Mouse430A_2:1420028_s_at	0.000732	0.19458	0.432373	0.366211	0.080566	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1420029_at	0.334473	0.904785	0.72583	0.246094	0.246094	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1420030_at	0.001221	0.002686	0.144775	0.00415	0.065186	0.149658
Affymetrix:CompositeSequence:Mouse430A_2:1420031_at	0.845215	0.888428	0.72583	0.72583	0.665527	0.27417
Affymetrix:CompositeSequence:Mouse430A_2:1420032_at	0.466064	0.366211	0.601074	0.067627	0.828613	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1420033_s_at	0.01416	0.00415	0.00415	0.030273	0.018555	0.010742
Affymetrix:CompositeSequence:Mouse430A_2:1420034_at	0.303711	0.046143	0.023926	0.018555	0.129639	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1420037_at	0.000732	0.000732	0.000732	0.000732	0.000732	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1420038_at	0.000244	0.000244	0.000732	0.000244	0.067627	0.01416
Affymetrix:CompositeSequence:Mouse430A_2:1420039_s_at	0.246094	0.27417	0.398926	0.303711	0.219482	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1420040_at	0.046143	0.144531	0.246094	0.056152	0.246094	0.037598
Affymetrix:CompositeSequence:Mouse430A_2:1420041_at	0.985352	0.998779	0.999756	0.994141	0.753906	0.85083
Affymetrix:CompositeSequence:Mouse430A_2:1420042_at	0.00415	0.008057	0.780518	0.533936	0.457764	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1420043_s_at	0.000732	0.000244	0.000244	0.000244	0.001953	0.001953
Affymetrix:CompositeSequence:Mouse430A_2:1420044_at	0.037598	0.056152	0.366211	0.037598	0.696289	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1420045_at	0.567627	0.390625	0.246094	0.432373	0.129639	0.170898
Affymetrix:CompositeSequence:Mouse430A_2:1420046_s_at	0.005859	0.008057	0.046143	0.080566	0.005859	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1420047_at	0.00415	0.023926	0.018555	0.030273	0.000244	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1420048_at	0.366211	0.19458	0.665527	0.850342	0.1875	0.171387
Affymetrix:CompositeSequence:Mouse430A_2:1420049_at	0.888428	0.601074	0.904785	0.980225	0.753906	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1420050_at	0.696289	0.74707	0.80542	0.850342	0.953857	0.888428
Affymetrix:CompositeSequence:Mouse430A_2:1420051_at	0.533936	0.19458	0.457764	0.017578	0.030273	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1420052_x_at	0.023926	0.165771	0.27417	0.028564	0.035645	0.171387
Affymetrix:CompositeSequence:Mouse430A_2:1420053_at	0.129639	0.046143	0.077148	0.010742	0.665527	0.001953
Affymetrix:CompositeSequence:Mouse430A_2:1420054_s_at	0.303711	0.780518	0.149658	0.19458	0.366211	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1420055_at	0.149658	0.188721	0.037598	0.046143	0.466064	0.149658
Affymetrix:CompositeSequence:Mouse430A_2:1420056_s_at	0.018555	0.067627	0.246094	0.037598	0.19458	0.129639
Affymetrix:CompositeSequence:Mouse430A_2:1420057_at	0.398926	0.366211	0.432373	0.665527	0.753906	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1420058_s_at	0.037598	0.129639	0.303711	0.466064	0.366211	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1420059_at	0.018555	0.00415	0.129639	0.01416	0.524658	0.005859
Affymetrix:CompositeSequence:Mouse430A_2:1420060_s_at	0.72583	0.904785	0.865723	0.870361	0.626465	0.822998
Affymetrix:CompositeSequence:Mouse430A_2:1420061_s_at	0.456299	0.80542	0.696289	0.962402	0.941895	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1420062_at	0.239258	0.432373	0.219482	0.303711	0.688477	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1420063_at	0.010742	0.246094	0.398926	0.018555	0.01416	0.149658
Affymetrix:CompositeSequence:Mouse430A_2:1420064_s_at	0.904785	0.850342	0.953857	0.994141	0.941162	0.980713
Affymetrix:CompositeSequence:Mouse430A_2:1420065_at	0.888428	0.850342	0.962402	0.80542	0.91626	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1420066_s_at	0.219482	0.665527	0.567627	0.696289	0.850342	0.953857
Affymetrix:CompositeSequence:Mouse430A_2:1420067_at	0.010742	0.19458	0.665527	0.01416	0.171387	0.095215
Affymetrix:CompositeSequence:Mouse430A_2:1420068_at	0.962402	0.960449	0.567627	0.998779	0.753906	0.919434
Affymetrix:CompositeSequence:Mouse430A_2:1420069_at	0.246094	0.567627	0.080566	0.334473	0.030273	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1420072_s_at	0.366211	0.718018	0.998047	0.665527	0.432373	0.746826
Affymetrix:CompositeSequence:Mouse430A_2:1420073_s_at	0.037598	0.219482	0.018555	0.018555	0.018555	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1420074_at	0.030273	0.129639	0.111572	0.037598	0.171387	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1420075_at	0.303711	0.19458	0.19458	0.111572	0.466064	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1420076_at	0.080566	0.018555	0.005859	0.366211	0.080566	0.398926
Affymetrix:CompositeSequence:Mouse430A_2:1420078_at	0.80542	0.905029	0.981445	0.943848	0.665527	0.98584
Affymetrix:CompositeSequence:Mouse430A_2:1420079_at	0.5	0.633789	0.334473	0.962402	0.870361	0.165527
Affymetrix:CompositeSequence:Mouse430A_2:1420083_at	0.018555	0.091797	0.149658	0.091553	0.008057	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1420084_at	0.80542	0.27417	0.943848	0.037598	0.366211	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1420085_at	0.80542	0.72583	0.149658	0.303711	0.334473	0.391113
Affymetrix:CompositeSequence:Mouse430A_2:1420086_x_at	0.962402	0.432373	0.962402	0.665527	0.981445	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1420087_at	0.366211	0.633789	0.432373	0.095215	0.219482	0.296143
Affymetrix:CompositeSequence:Mouse430A_2:1420088_at	0.00293	0.005859	0.27417	0.00415	0.398926	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1420089_at	0.000244	0.000244	0.01416	0.000244	0.095215	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1420090_at	0.046143	0.111572	0.246094	0.219482	0.171387	0.27417
Affymetrix:CompositeSequence:Mouse430A_2:1420091_s_at	0.008057	0.01416	0.037598	0.000732	0.01416	0.001953
Affymetrix:CompositeSequence:Mouse430A_2:1420092_at	0.001953	0.000732	0.00415	0.00293	0.008057	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1420093_s_at	0.000732	0.001221	0.00293	0.001221	0.000244	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1420094_at	0.000732	0.000244	0.001953	0.000732	0.000244	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1420095_s_at	0.000244	0.001953	0.00293	0.219482	0.00293	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1420096_at	0.018555	0.01416	0.129639	0.171387	0.080566	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1420101_at	0.457764	0.656006	0.850342	0.366211	0.850342	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1420102_at	0.601074	0.822998	0.633789	0.246094	0.533936	0.398926
Affymetrix:CompositeSequence:Mouse430A_2:1420103_at	0.219482	0.303711	0.27417	0.095215	0.601074	0.095215
Affymetrix:CompositeSequence:Mouse430A_2:1420104_at	0.095215	0.432373	0.030273	0.067627	0.111572	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1420105_at	0.72583	0.828613	0.900635	0.633789	0.932373	0.524658
Affymetrix:CompositeSequence:Mouse430A_2:1420106_at	0.00415	0.000732	0.246094	0.111572	0.056152	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1420108_at	0.780518	0.696289	0.525391	0.19458	0.357178	0.951416
Affymetrix:CompositeSequence:Mouse430A_2:1420109_at	0.866455	0.828613	0.334473	0.72583	0.976074	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1420110_s_at	0.171387	0.149658	0.5	0.432373	0.067627	0.780518
Affymetrix:CompositeSequence:Mouse430A_2:1420111_at	0.72583	0.188721	0.904785	0.5	0.799561	0.904785
Affymetrix:CompositeSequence:Mouse430A_2:1420113_s_at	0.017334	0.219482	0.018555	0.037598	0.303711	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1420114_s_at	0.432373	0.067627	0.74707	0.043945	0.149658	0.533936
Affymetrix:CompositeSequence:Mouse430A_2:1420115_at	0.080566	0.023926	0.32666	0.171387	0.466064	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1420116_s_at	0.001221	0.010742	0.149658	0.010742	0.19458	0.064941
Affymetrix:CompositeSequence:Mouse430A_2:1420117_at	0.000732	0.129639	0.00293	0.001221	0.046143	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1420118_s_at	0.358887	0.023926	0.423096	0.095215	0.845459	0.657227
Affymetrix:CompositeSequence:Mouse430A_2:1420121_at	0.780518	0.969727	0.696533	0.27417	0.753906	0.95166
Affymetrix:CompositeSequence:Mouse430A_2:1420122_at	0.296143	0.904785	0.046143	0.219482	0.916016	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1420123_at	0.219482	0.165527	0.005859	0.030273	0.035645	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1420124_s_at	0.780518	0.828613	0.149658	0.149658	0.850342	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1420125_at	0.219482	0.366211	0.008057	0.171387	0.219482	0.129639
Affymetrix:CompositeSequence:Mouse430A_2:1420126_at	0.865479	0.943848	0.915771	0.780518	0.941406	0.932373
Affymetrix:CompositeSequence:Mouse430A_2:1420129_s_at	0.000244	0.01416	0.000244	0.000244	0.000244	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1420130_s_at	0.000244	0.000244	0.000244	0.000244	0.000244	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1420131_s_at	0.005859	0.107422	0.064941	0.000244	0.00415	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1420132_s_at	0.001221	0.00293	0.00293	0.001221	0.001953	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1420138_at	0.129639	0.080078	0.466064	0.334473	0.064941	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1420140_at	0.000732	0.001953	0.001221	0.001221	0.000244	0.001953
Affymetrix:CompositeSequence:Mouse430A_2:1420141_at	0.080566	0.334473	0.213379	0.219482	0.457764	0.027588
Affymetrix:CompositeSequence:Mouse430A_2:1420142_s_at	0.008057	0.010742	0.037598	0.000732	0.00415	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1420146_at	0.149658	0.850342	0.432373	0.665527	0.665527	0.780518
Affymetrix:CompositeSequence:Mouse430A_2:1420147_at	0.067627	0.023926	0.125732	0.00415	0.01416	0.149658
Affymetrix:CompositeSequence:Mouse430A_2:1420148_at	0.056152	0.030273	0.095215	0.165527	0.030273	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1420149_at	0.046143	0.080566	0.26709	0.037598	0.056152	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1420150_at	0.466064	0.303711	0.129639	0.27417	0.149658	0.74707
Affymetrix:CompositeSequence:Mouse430A_2:1420155_at	0.296143	0.845215	0.273926	0.533936	0.665527	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1420156_at	0.111572	0.533936	0.665527	0.80542	0.046143	0.053711
Affymetrix:CompositeSequence:Mouse430A_2:1420157_s_at	0.001221	0.000244	0.000244	0.001221	0.000732	0.001953
Affymetrix:CompositeSequence:Mouse430A_2:1420158_s_at	0.000244	0.00293	0.010742	0.00415	0.005859	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1420159_at	0.067627	0.929199	0.533936	0.80542	0.432373	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1420160_s_at	0.095215	0.780518	0.095215	0.018555	0.188721	0.046143
Affymetrix:CompositeSequence:Mouse430A_2:1420161_at	0.000732	0.334473	0.798828	0.056152	0.696289	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1420162_at	0.095215	0.533936	0.567627	0.366211	0.601074	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1420163_at	0.037598	0.029053	0.246094	0.850342	0.01001	0.089355
Affymetrix:CompositeSequence:Mouse430A_2:1420164_at	0.030273	0.27417	0.72583	0.046143	0.023926	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1420165_s_at	0.850342	0.943848	0.989258	0.943848	0.99585	0.943848
Affymetrix:CompositeSequence:Mouse430A_2:1420166_at	0.688721	0.466064	0.077393	0.919434	0.423828	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1420168_at	0.334473	0.303711	0.334473	0.567627	0.80542	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1420169_at	0.357666	0.781006	0.72583	0.19458	0.696289	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1420170_at	0.056152	0.27417	0.129639	0.398926	0.165771	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1420171_s_at	0.000244	0.000244	0.000244	0.000732	0.001221	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1420172_at	0.000244	0.001221	0.001953	0.000732	0.005859	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1420173_at	0.780518	0.717773	0.696289	0.567627	0.696289	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1420174_s_at	0.018555	0.018555	0.00415	0.037598	0.008057	0.01416
Affymetrix:CompositeSequence:Mouse430A_2:1420175_at	0.008057	0.00415	0.023926	0.008057	0.008057	0.000732
Affymetrix:CompositeSequence:Mouse430A_2:1420176_x_at	0.056152	0.432373	0.633789	0.067627	0.780518	0.753906
Affymetrix:CompositeSequence:Mouse430A_2:1420177_at	0.780518	0.432373	0.334473	0.398926	0.696289	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1420179_at	0.303711	0.095215	0.80542	0.888428	0.753906	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1420180_at	0.624756	0.944092	0.953857	0.19458	0.35791	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1420183_at	0.111572	0.466064	0.5	0.19458	0.008057	0.056152
