Hybridization REF	GSM115896	GSM115897	GSM115898	GSM115899	GSM115900	GSM115901
Affymetrix:CompositeSequence:Mouse430A_2:1431411_a_at	0.008057	0.27417	0.023926	0.001953	0.466064	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1431415_a_at	0.023926	0.023926	0.023926	0.022705	0.129639	0.010742
Affymetrix:CompositeSequence:Mouse430A_2:1431416_a_at	0.865479	0.943848	0.870361	0.466064	0.828613	0.753906
Affymetrix:CompositeSequence:Mouse430A_2:1431417_at	0.74707	0.991455	0.904785	0.27417	0.904785	0.99585
Affymetrix:CompositeSequence:Mouse430A_2:1431419_at	0.567627	0.828613	0.919434	0.567627	0.943848	0.953857
Affymetrix:CompositeSequence:Mouse430A_2:1431420_s_at	0.000244	0.000244	0.001953	0.037598	0.001953	0.067627
Affymetrix:CompositeSequence:Mouse430A_2:1431421_x_at	0.533936	0.533936	0.601074	0.149658	0.601074	0.567627
Affymetrix:CompositeSequence:Mouse430A_2:1431422_a_at	0.533936	0.171387	0.665527	0.432373	0.490234	0.398926
Affymetrix:CompositeSequence:Mouse430A_2:1431423_a_at	0.000732	0.001953	0.303711	0.023926	0.01416	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1431428_a_at	0.303711	0.27417	0.303711	0.633789	0.72583	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1431429_a_at	0.00415	0.657471	0.023926	0.111572	0.149658	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1431431_a_at	0.466064	0.525635	0.850342	0.466064	0.5	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1431434_at	0.246094	0.953857	0.665527	0.943848	0.303711	0.107422
Affymetrix:CompositeSequence:Mouse430A_2:1431435_at	0.466064	0.981445	0.456787	0.981445	0.665527	0.962402
Affymetrix:CompositeSequence:Mouse430A_2:1431442_at	0.366211	0.5	0.753906	0.601074	0.828613	0.27417
Affymetrix:CompositeSequence:Mouse430A_2:1431464_a_at	0.828613	0.525391	0.696289	0.989258	0.870361	0.533936
Affymetrix:CompositeSequence:Mouse430A_2:1431469_a_at	0.366211	0.064941	0.067627	0.00293	0.567627	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1431475_a_at	0.98584	0.658447	0.86499	0.303711	0.962402	0.870361
Affymetrix:CompositeSequence:Mouse430A_2:1431487_at	0.633789	0.665527	0.953857	0.780518	0.943848	0.962402
Affymetrix:CompositeSequence:Mouse430A_2:1431505_at	0.80542	0.798584	0.75415	0.900635	0.828613	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1431506_s_at	0.018555	0.000244	0.00293	0.046143	0.303711	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1431507_a_at	0.432373	0.095215	0.219482	0.19458	0.919434	0.626465
Affymetrix:CompositeSequence:Mouse430A_2:1431527_at	0.303711	0.753906	0.66333	0.01416	0.32666	0.077148
Affymetrix:CompositeSequence:Mouse430A_2:1431530_a_at	0.72583	0.366211	0.800049	0.799316	0.828613	0.904785
Affymetrix:CompositeSequence:Mouse430A_2:1431539_at	0.219482	0.850342	0.99585	0.870361	0.466064	0.981445
Affymetrix:CompositeSequence:Mouse430A_2:1431541_at	0.72583	0.828613	0.358154	0.665527	0.753906	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1431542_at	0.390625	0.432373	0.303711	0.303711	0.71875	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1431549_at	0.095215	0.828613	0.919434	0.567627	0.888428	0.601074
Affymetrix:CompositeSequence:Mouse430A_2:1431553_at	0.246094	0.366211	0.27417	0.246094	0.246094	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1431554_a_at	0.870361	0.432373	0.665527	0.665527	0.657715	0.968018
Affymetrix:CompositeSequence:Mouse430A_2:1431569_a_at	0.80542	0.366211	0.799316	0.023926	0.74707	0.919434
Affymetrix:CompositeSequence:Mouse430A_2:1431575_at	0.398926	0.780518	0.865479	0.334473	0.129639	0.171387
Affymetrix:CompositeSequence:Mouse430A_2:1431591_s_at	0.919434	0.064941	0.592041	0.149658	0.023926	0.095215
Affymetrix:CompositeSequence:Mouse430A_2:1431592_a_at	0.000244	0.005859	0.19458	0.010742	0.091553	0.037598
Affymetrix:CompositeSequence:Mouse430A_2:1431593_a_at	0.696289	0.466064	0.466064	0.72583	0.753906	0.526367
Affymetrix:CompositeSequence:Mouse430A_2:1431594_at	0.466064	0.828613	0.017334	0.19458	0.046143	0.98584
Affymetrix:CompositeSequence:Mouse430A_2:1431597_a_at	0.303711	0.27417	0.056152	0.5	0.056152	0.144775
Affymetrix:CompositeSequence:Mouse430A_2:1431598_a_at	0.246094	0.466064	0.303711	0.095215	0.466064	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1431602_a_at	0.111572	0.633789	0.5	0.567627	0.466064	0.981445
Affymetrix:CompositeSequence:Mouse430A_2:1431604_a_at	0.657227	0.432373	0.27417	0.398926	0.633789	0.780518
Affymetrix:CompositeSequence:Mouse430A_2:1431606_a_at	0.850342	0.773682	0.246094	0.984863	0.828613	0.239258
Affymetrix:CompositeSequence:Mouse430A_2:1431609_a_at	0.01416	0.030273	0.023926	0.022705	0.129639	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1431611_a_at	0.5	0.27417	0.932373	0.45752	0.850342	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1431613_a_at	0.398926	0.525391	0.334473	0.219482	0.334473	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1431619_a_at	0.111572	0.111572	0.144043	0.246094	0.567627	0.559082
Affymetrix:CompositeSequence:Mouse430A_2:1431624_a_at	0.390625	0.567627	0.129639	0.266846	0.187744	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1431630_a_at	0.334473	0.129639	0.080566	0.111572	0.334473	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1431644_a_at	0.296143	0.525391	0.491699	0.19458	0.219482	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1431645_a_at	0.030273	0.27417	0.432373	0.567627	0.080566	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1431646_a_at	0.601074	0.633789	0.696289	0.633789	0.904785	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1431653_at	0.981445	0.974854	0.592773	0.633789	0.99707	0.995361
Affymetrix:CompositeSequence:Mouse430A_2:1431655_a_at	0.27417	0.129639	0.27417	0.466064	0.046143	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1431663_a_at	0.19458	0.334473	0.037598	0.001953	0.303711	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1431665_a_at	0.030273	0.023926	0.398926	0.219482	0.334473	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1431668_at	0.334473	0.533936	0.366211	0.533936	0.870361	0.943848
Affymetrix:CompositeSequence:Mouse430A_2:1431675_a_at	0.046143	0.129639	0.27417	0.095215	0.533936	0.080566
Affymetrix:CompositeSequence:Mouse430A_2:1431676_x_at	0.665527	0.633789	0.850342	0.533936	0.567627	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1431680_a_at	0.533936	0.943848	0.398926	0.334473	0.601074	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1431686_a_at	0.171387	0.822754	0.27417	0.5	0.88501	0.35791
Affymetrix:CompositeSequence:Mouse430A_2:1431687_at	0.533936	0.525391	0.943848	0.91626	0.466064	0.868652
Affymetrix:CompositeSequence:Mouse430A_2:1431691_a_at	0.27417	0.601074	0.366211	0.030273	0.037598	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1431692_a_at	0.246094	0.466064	0.239258	0.303711	0.5	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1431693_a_at	0.296143	0.80542	0.27417	0.080566	0.398926	0.398926
Affymetrix:CompositeSequence:Mouse430A_2:1431694_a_at	0.219482	0.360352	0.296143	0.19458	0.334473	0.533936
Affymetrix:CompositeSequence:Mouse430A_2:1431697_at	0.432373	0.27417	0.567627	0.870361	0.42334	0.774414
Affymetrix:CompositeSequence:Mouse430A_2:1431700_at	0.043457	0.303711	0.456543	0.067627	0.932373	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1431701_a_at	0.19458	0.5	0.888428	0.74707	0.99585	0.129639
Affymetrix:CompositeSequence:Mouse430A_2:1431702_at	0.665527	0.981445	0.98584	0.904785	0.780518	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1431704_a_at	0.022705	0.001953	0.00415	0.000732	0.023926	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1431705_a_at	0.067627	0.018555	0.030273	0.19458	0.000244	0.077393
Affymetrix:CompositeSequence:Mouse430A_2:1431706_at	0.633789	0.753906	0.962402	0.696289	0.919434	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1431707_a_at	0.056152	0.171387	0.72583	0.171387	0.334473	0.567627
Affymetrix:CompositeSequence:Mouse430A_2:1431711_a_at	0.525146	0.398926	0.665527	0.108154	0.125732	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1431712_a_at	0.5	0.095215	0.129639	0.753906	0.35791	0.567627
Affymetrix:CompositeSequence:Mouse430A_2:1431715_a_at	0.19458	0.42334	0.398926	0.398926	0.559326	0.688721
Affymetrix:CompositeSequence:Mouse430A_2:1431716_at	0.398926	0.095215	0.219482	0.398926	0.080566	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1431719_a_at	0.295898	0.432373	0.326416	0.246094	0.398926	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1431721_a_at	0.633789	0.398926	0.850342	0.80542	0.845215	0.870361
Affymetrix:CompositeSequence:Mouse430A_2:1431722_a_at	0.303711	0.633789	0.219482	0.037598	0.023926	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1431724_a_at	0.904785	0.601074	0.334473	0.592285	0.003662	0.962402
Affymetrix:CompositeSequence:Mouse430A_2:1431725_at	0.091064	0.567383	0.219482	0.780518	0.246094	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1431726_a_at	0.000732	0.466064	0.171387	0.095215	0.246094	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1431731_at	0.665527	0.52417	0.901123	0.780518	0.5	0.976074
Affymetrix:CompositeSequence:Mouse430A_2:1431734_a_at	0.432373	0.904785	0.932373	0.943848	0.943848	0.753906
Affymetrix:CompositeSequence:Mouse430A_2:1431737_at	0.829102	0.188965	0.366211	0.753906	0.870361	0.822998
Affymetrix:CompositeSequence:Mouse430A_2:1431739_at	0.27417	0.773682	0.943848	0.828613	0.398926	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1431740_at	0.72583	0.968018	0.998779	0.567627	0.72583	0.753906
Affymetrix:CompositeSequence:Mouse430A_2:1431741_a_at	0.046143	0.008057	0.780518	0.696289	0.19458	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1431743_a_at	0.80542	0.850342	0.974365	0.888428	0.753906	0.976074
Affymetrix:CompositeSequence:Mouse430A_2:1431744_a_at	0.171387	0.080566	0.129639	0.01416	0.056152	0.01416
Affymetrix:CompositeSequence:Mouse430A_2:1431745_a_at	0.037598	0.00415	0.067627	0.000244	0.00415	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1431746_a_at	0.000732	0.008057	0.008057	0.000244	0.943848	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1431748_a_at	0.567627	0.466064	0.567627	0.533936	0.696289	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1431749_a_at	0.008057	0.080566	0.030273	0.023926	0.023926	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1431750_at	0.969727	0.850342	0.601074	0.828613	0.850342	0.625488
Affymetrix:CompositeSequence:Mouse430A_2:1431752_a_at	0.398926	0.753906	0.366211	0.80542	0.567627	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1431753_x_at	0.780518	0.633789	0.969727	0.246094	0.696289	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1431760_a_at	0.149658	0.665527	0.72583	0.601074	0.696289	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1431761_at	0.559326	0.80542	0.976074	0.999756	0.665527	0.962402
Affymetrix:CompositeSequence:Mouse430A_2:1431762_at	0.696289	0.774902	0.828613	0.953857	0.457764	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1431763_a_at	0.601074	0.19458	0.665527	0.219482	0.246094	0.625244
Affymetrix:CompositeSequence:Mouse430A_2:1431765_a_at	0.000732	0.000732	0.005859	0.00293	0.00293	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1431766_x_at	0.010742	0.010742	0.018555	0.008057	0.00415	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1431768_a_at	0.064453	0.366211	0.601074	0.080566	0.390137	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1431771_a_at	0.023926	0.239258	0.219482	0.850342	0.72583	0.01416
Affymetrix:CompositeSequence:Mouse430A_2:1431772_a_at	0.219482	0.01416	0.303711	0.046143	0.111572	0.095215
Affymetrix:CompositeSequence:Mouse430A_2:1431773_at	0.665527	0.753906	0.981445	0.19458	0.969727	0.491699
Affymetrix:CompositeSequence:Mouse430A_2:1431774_a_at	0.5	0.633789	0.5	0.398926	0.129639	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1431777_a_at	0.601074	0.633789	0.995605	0.932373	0.533936	0.037598
Affymetrix:CompositeSequence:Mouse430A_2:1431781_at	0.80542	0.149658	0.932373	0.625732	0.533936	0.149658
Affymetrix:CompositeSequence:Mouse430A_2:1431782_s_at	0.870361	0.953857	0.870361	0.953857	0.828613	0.850342
Affymetrix:CompositeSequence:Mouse430A_2:1431784_a_at	0.000244	0.000732	0.000244	0.000244	0.095215	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1431791_a_at	0.171387	0.00415	0.601074	0.111572	0.5	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1431792_a_at	0.010742	0.023926	0.753906	0.001953	0.056152	0.022217
Affymetrix:CompositeSequence:Mouse430A_2:1431795_a_at	0.601074	0.633789	0.870361	0.780518	0.80542	0.71875
Affymetrix:CompositeSequence:Mouse430A_2:1431800_at	0.239258	0.533936	0.125	0.01416	0.00415	0.334473
Affymetrix:CompositeSequence:Mouse430A_2:1431803_at	0.432373	0.951416	0.904785	0.870361	0.98584	0.868652
Affymetrix:CompositeSequence:Mouse430A_2:1431804_a_at	0.080566	0.246094	0.601074	0.077393	0.091553	0.165527
Affymetrix:CompositeSequence:Mouse430A_2:1431805_a_at	0.780518	0.72583	0.866211	0.696289	0.149658	0.457764
Affymetrix:CompositeSequence:Mouse430A_2:1431808_a_at	0.828613	0.888428	0.962402	0.919434	0.99585	0.799316
Affymetrix:CompositeSequence:Mouse430A_2:1431810_a_at	0.953857	0.753906	0.822754	0.334473	0.5	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1431812_a_at	0.850342	0.753906	0.870361	0.665527	0.962402	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1431815_a_at	0.601074	0.366211	0.567627	0.533936	0.466064	0.533936
Affymetrix:CompositeSequence:Mouse430A_2:1431816_at	0.665527	0.601074	0.919434	0.000244	0.850342	0.970215
Affymetrix:CompositeSequence:Mouse430A_2:1431821_a_at	0.981445	0.932373	0.976074	0.991943	0.919434	0.999268
Affymetrix:CompositeSequence:Mouse430A_2:1431822_a_at	0.000732	0.000244	0.000244	0.000244	0.005859	0.002686
Affymetrix:CompositeSequence:Mouse430A_2:1431824_at	0.018555	0.559082	0.129639	0.212646	0.27417	0.296143
Affymetrix:CompositeSequence:Mouse430A_2:1431827_a_at	0.067627	0.295166	0.27417	0.149658	0.634033	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1431828_a_at	0.19458	0.357178	0.303711	0.19458	0.246094	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1431829_a_at	0.888428	0.80542	0.5	0.799561	0.932373	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1431830_at	0.067627	0.018555	0.080566	0.056152	0.008057	0.00415
Affymetrix:CompositeSequence:Mouse430A_2:1431832_x_at	0.007324	0.01416	0.171387	0.037598	0.111572	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1431833_a_at	0.601074	0.72583	0.398926	0.633789	0.919434	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1431834_a_at	0.780518	0.72583	0.601074	0.953857	0.219482	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1431843_a_at	0.129639	0.239258	0.633789	0.030273	0.149658	0.19458
Affymetrix:CompositeSequence:Mouse430A_2:1431844_at	0.969727	0.5	0.533936	0.124756	0.976074	0.962402
Affymetrix:CompositeSequence:Mouse430A_2:1431848_at	0.845703	0.969727	0.665527	0.850342	0.798584	0.129639
Affymetrix:CompositeSequence:Mouse430A_2:1431856_a_at	0.74707	0.466064	0.5	0.533936	0.773926	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1431857_at	0.466064	0.432373	0.5	0.665527	0.780518	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1431861_a_at	0.334473	0.799316	0.780518	0.870361	0.870361	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1431862_x_at	0.432373	0.601074	0.960449	0.80542	0.533936	0.633789
Affymetrix:CompositeSequence:Mouse430A_2:1431868_at	0.095215	0.904785	0.80542	0.466064	0.888428	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1431875_a_at	0.780518	0.696289	0.19458	0.246094	0.98584	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1431877_a_at	0.601074	0.219482	0.74707	0.013184	0.27417	0.991943
Affymetrix:CompositeSequence:Mouse430A_2:1431878_at	0.72583	0.962402	0.888428	0.845215	0.943848	0.943848
Affymetrix:CompositeSequence:Mouse430A_2:1431885_a_at	0.037598	0.091064	0.567627	0.219482	0.366211	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1431886_at	0.994141	0.665527	0.633789	0.870361	0.72583	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1431890_a_at	0.00415	0.010742	0.219482	0.018555	0.149658	0.27417
Affymetrix:CompositeSequence:Mouse430A_2:1431893_a_at	0.001221	0.005859	0.080566	0.00293	0.008057	0.273682
Affymetrix:CompositeSequence:Mouse430A_2:1431900_a_at	0.533936	0.559326	0.985352	0.53418	0.999268	0.42334
Affymetrix:CompositeSequence:Mouse430A_2:1431901_a_at	0.5	0.688721	0.850342	0.27417	0.71875	0.601074
Affymetrix:CompositeSequence:Mouse430A_2:1431913_a_at	0.366211	0.149658	0.72583	0.432373	0.080566	0.030273
Affymetrix:CompositeSequence:Mouse430A_2:1431914_at	0.969727	0.904785	0.188477	0.432373	0.5	0.929688
Affymetrix:CompositeSequence:Mouse430A_2:1431917_at	0.998047	0.943848	0.989258	0.953857	0.998047	0.993896
Affymetrix:CompositeSequence:Mouse430A_2:1431920_a_at	0.888428	0.995361	0.696289	0.432373	0.888428	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1431921_a_at	0.064453	0.01416	0.00415	0.080566	0.27417	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1431926_a_at	0.398926	0.35791	0.828613	0.432373	0.398926	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1431929_a_at	0.665527	0.246094	0.601074	0.398926	0.043945	0.366211
Affymetrix:CompositeSequence:Mouse430A_2:1431933_a_at	0.753906	0.969727	0.932373	0.828613	0.850342	0.916016
Affymetrix:CompositeSequence:Mouse430A_2:1431936_a_at	0.696289	0.5	0.80542	0.366211	0.870361	0.932373
Affymetrix:CompositeSequence:Mouse430A_2:1431938_a_at	0.219482	0.056152	0.27417	0.219482	0.567627	0.533936
Affymetrix:CompositeSequence:Mouse430A_2:1431939_a_at	0.080566	0.080566	0.953857	0.056152	0.144531	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1431942_at	0.303711	0.822998	0.334473	0.696289	0.19458	0.601074
Affymetrix:CompositeSequence:Mouse430A_2:1431946_a_at	0.466064	0.111572	0.27417	0.149658	0.125732	0.457764
Affymetrix:CompositeSequence:Mouse430A_2:1431947_at	0.828613	0.753906	0.633789	0.753906	0.72583	0.35791
Affymetrix:CompositeSequence:Mouse430A_2:1431951_a_at	0.005859	0.001221	0.037598	0.067627	0.219482	0.00293
Affymetrix:CompositeSequence:Mouse430A_2:1431960_at	0.5	0.357178	0.533936	0.044189	0.390625	0.5
Affymetrix:CompositeSequence:Mouse430A_2:1431962_a_at	0.334473	0.398926	0.633789	0.303711	0.665527	0.490234
Affymetrix:CompositeSequence:Mouse430A_2:1431973_at	0.030273	0.633789	0.366211	0.334473	0.822998	0.969727
Affymetrix:CompositeSequence:Mouse430A_2:1431980_a_at	0.022461	0.334473	0.008057	0.010742	0.171387	0.01416
Affymetrix:CompositeSequence:Mouse430A_2:1431981_at	0.239258	0.26709	0.753906	0.432373	0.466064	0.884033
Affymetrix:CompositeSequence:Mouse430A_2:1431995_at	0.398926	0.932373	0.665527	0.753906	0.828613	0.976074
Affymetrix:CompositeSequence:Mouse430A_2:1432000_a_at	0.056152	0.567627	0.432373	0.432373	0.567627	0.490723
Affymetrix:CompositeSequence:Mouse430A_2:1432003_a_at	0.904785	0.904785	0.866455	0.916016	0.919434	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1432004_a_at	0.010742	0.01416	0.432373	0.01416	0.149658	0.056152
Affymetrix:CompositeSequence:Mouse430A_2:1432005_at	0.067627	0.067627	0.018555	0.303711	0.030273	0.023926
Affymetrix:CompositeSequence:Mouse430A_2:1432006_at	0.064453	0.870361	0.601074	0.149658	0.567627	0.929932
Affymetrix:CompositeSequence:Mouse430A_2:1432007_s_at	0.000244	0.018555	0.111572	0.064453	0.008057	0.01416
Affymetrix:CompositeSequence:Mouse430A_2:1432012_a_at	0.008057	0.022705	0.005859	0.27417	0.111572	0.665527
Affymetrix:CompositeSequence:Mouse430A_2:1432013_a_at	0.111572	0.432373	0.366211	0.850342	0.822998	0.171387
Affymetrix:CompositeSequence:Mouse430A_2:1432016_a_at	0.00415	0.001221	0.001953	0.00415	0.625732	0.111572
Affymetrix:CompositeSequence:Mouse430A_2:1432018_at	0.533936	0.985352	0.726318	0.901123	0.246094	0.423828
Affymetrix:CompositeSequence:Mouse430A_2:1432022_at	0.533936	0.030273	0.976074	0.432373	0.828613	0.398926
Affymetrix:CompositeSequence:Mouse430A_2:1432027_a_at	0.828613	0.980469	0.822754	0.726318	0.976074	0.747314
Affymetrix:CompositeSequence:Mouse430A_2:1432029_a_at	0.533936	0.601074	0.994141	0.27417	0.953857	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1432032_a_at	0.5	0.567627	0.870361	0.665527	0.633789	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1432034_at	0.72583	0.850342	0.657471	0.45752	0.056152	0.037598
Affymetrix:CompositeSequence:Mouse430A_2:1432042_a_at	0.001953	0.000244	0.046143	0.000244	0.00415	0.001221
Affymetrix:CompositeSequence:Mouse430A_2:1432043_at	0.27417	0.696289	0.932373	0.870361	0.822998	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1432050_at	0.064453	0.246094	0.32666	0.030273	0.171387	0.091064
Affymetrix:CompositeSequence:Mouse430A_2:1432052_at	0.246094	0.398926	0.5	0.870361	0.919434	0.456787
Affymetrix:CompositeSequence:Mouse430A_2:1432057_a_at	0.919434	0.828613	0.969727	0.567627	0.943848	0.780518
Affymetrix:CompositeSequence:Mouse430A_2:1432066_at	0.962402	0.665527	0.466064	0.219482	0.42334	0.884033
Affymetrix:CompositeSequence:Mouse430A_2:1432068_a_at	0.870361	0.904785	0.633789	0.884033	0.865479	0.71875
Affymetrix:CompositeSequence:Mouse430A_2:1432072_at	0.5	0.633789	0.27417	0.665527	0.056152	0.171143
Affymetrix:CompositeSequence:Mouse430A_2:1432075_a_at	0.246094	0.334473	0.466064	0.19458	0.533936	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1432081_at	0.828613	0.72583	0.888428	0.72583	0.334473	0.72583
Affymetrix:CompositeSequence:Mouse430A_2:1432083_a_at	0.111572	0.870361	0.888428	0.27417	0.601074	0.696289
Affymetrix:CompositeSequence:Mouse430A_2:1432086_a_at	0.27417	0.19458	0.601074	0.19458	0.601074	0.171387
Affymetrix:CompositeSequence:Mouse430A_2:1432091_a_at	0.962402	0.969727	0.753906	0.953857	0.932373	0.80542
Affymetrix:CompositeSequence:Mouse430A_2:1432094_a_at	0.056152	0.973633	0.111572	0.533936	0.780518	0.454834
Affymetrix:CompositeSequence:Mouse430A_2:1432096_at	0.303711	0.828613	0.366211	0.149658	0.398926	0.828613
Affymetrix:CompositeSequence:Mouse430A_2:1432097_a_at	0.067627	0.017334	0.149658	0.046143	0.19458	0.27417
Affymetrix:CompositeSequence:Mouse430A_2:1432099_a_at	0.753906	0.633789	0.870361	0.334473	0.72583	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1432103_a_at	0.916016	0.904785	0.718506	0.981445	0.865479	0.45752
Affymetrix:CompositeSequence:Mouse430A_2:1432104_a_at	0.466064	0.592285	0.665527	0.696289	0.5	0.466064
Affymetrix:CompositeSequence:Mouse430A_2:1432108_at	0.091553	0.001953	0.390137	0.219482	0.149658	0.165527
Affymetrix:CompositeSequence:Mouse430A_2:1432115_a_at	0.111572	0.466064	0.888428	0.19458	0.633789	0.246094
Affymetrix:CompositeSequence:Mouse430A_2:1432125_at	0.633789	0.567627	0.398926	0.01416	0.398926	0.219482
Affymetrix:CompositeSequence:Mouse430A_2:1432129_a_at	0.753906	0.533936	0.932373	0.976074	0.850342	0.904785
Affymetrix:CompositeSequence:Mouse430A_2:1432130_a_at	0.149658	0.567627	0.981445	0.171387	0.171387	0.013184
Affymetrix:CompositeSequence:Mouse430A_2:1432136_s_at	0.00293	0.056152	0.149658	0.001953	0.45752	0.010742
Affymetrix:CompositeSequence:Mouse430A_2:1432139_at	0.625488	0.424072	0.424072	0.870361	0.991943	0.753906
Affymetrix:CompositeSequence:Mouse430A_2:1432143_a_at	0.00415	0.129639	0.5	0.111572	0.266357	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1432144_a_at	0.000732	0.000732	0.080566	0.000244	0.095215	0.000244
Affymetrix:CompositeSequence:Mouse430A_2:1432151_at	0.32666	0.432373	0.107178	0.366211	0.095215	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1432155_at	0.19458	0.111572	0.303711	0.030273	0.334473	0.043945
Affymetrix:CompositeSequence:Mouse430A_2:1432156_a_at	0.030273	0.80542	0.27417	0.111572	0.855957	0.008057
Affymetrix:CompositeSequence:Mouse430A_2:1432158_a_at	0.00415	0.00293	0.533936	0.000732	0.056152	0.037598
Affymetrix:CompositeSequence:Mouse430A_2:1432159_a_at	0.828613	0.625732	0.981445	0.246094	0.601074	0.491699
Affymetrix:CompositeSequence:Mouse430A_2:1432160_at	0.149658	0.111572	0.943848	0.171387	0.188477	0.018555
Affymetrix:CompositeSequence:Mouse430A_2:1432164_a_at	0.00293	0.000244	0.000244	0.023926	0.01416	0.005859
Affymetrix:CompositeSequence:Mouse430A_2:1432167_at	0.111572	0.999756	0.888428	0.991943	0.688721	0.968018
Affymetrix:CompositeSequence:Mouse430A_2:1432174_a_at	0.266357	0.962402	0.01416	0.067627	0.780518	0.303711
Affymetrix:CompositeSequence:Mouse430A_2:1432176_a_at	0.592773	0.828613	0.023926	0.067627	0.884033	0.129639
Affymetrix:CompositeSequence:Mouse430A_2:1432177_a_at	0.129639	0.149658	0.023926	0.030273	0.171387	0.432373
Affymetrix:CompositeSequence:Mouse430A_2:1432179_x_at	0.981445	0.904785	0.904785	0.828613	0.466064	0.432373
