Hybridization REF	GSM115896	GSM115897	GSM115898	GSM115899	GSM115900	GSM115901
Affymetrix:CompositeSequence:Mouse430A_2:1422121_at	2039.7	228.8	1766.8	2793.6	3587.2	108.8
Affymetrix:CompositeSequence:Mouse430A_2:1422122_at	2391.3	9838.3	11253.9	15684.9	13877.6	28737.8
Affymetrix:CompositeSequence:Mouse430A_2:1422123_s_at	1023.7	1220.4	9518.4	1166.3	487.5	1978.5
Affymetrix:CompositeSequence:Mouse430A_2:1422124_a_at	39932.4	40329.4	44995.6	36500.9	33921.4	39155
Affymetrix:CompositeSequence:Mouse430A_2:1422125_at	257.6	266.6	592.4	33.1	834.4	116.9
Affymetrix:CompositeSequence:Mouse430A_2:1422126_a_at	2113.9	2580.4	6367.4	3301.8	476	1096.6
Affymetrix:CompositeSequence:Mouse430A_2:1422127_at	33.5	76.3	225.2	1242.3	588.5	520.9
Affymetrix:CompositeSequence:Mouse430A_2:1422128_at	1242.9	3048.2	1454.6	62.9	153.3	1061.4
Affymetrix:CompositeSequence:Mouse430A_2:1422129_at	3110.6	828.5	5058.7	3724.7	4187.5	2514.6
Affymetrix:CompositeSequence:Mouse430A_2:1422130_at	21.7	593	209.1	752.3	70.6	802.4
Affymetrix:CompositeSequence:Mouse430A_2:1422131_at	966.9	559.2	300.3	773.4	136.3	209.6
Affymetrix:CompositeSequence:Mouse430A_2:1422132_at	104.3	143.5	440.7	55.2	816.2	1054.2
Affymetrix:CompositeSequence:Mouse430A_2:1422133_at	990.3	436.5	119.3	105.1	228.9	50
Affymetrix:CompositeSequence:Mouse430A_2:1422134_at	29.5	460.2	103.2	830.6	199.5	44.7
Affymetrix:CompositeSequence:Mouse430A_2:1422135_at	371.7	809	545.5	536.3	1488.3	1420.9
Affymetrix:CompositeSequence:Mouse430A_2:1422136_at	900.7	84.7	43.9	2561.7	897.6	1421
Affymetrix:CompositeSequence:Mouse430A_2:1422137_at	1378.8	384.1	1969.7	2017.8	1359.7	1045.9
Affymetrix:CompositeSequence:Mouse430A_2:1422138_at	93.1	114.6	358.9	95.8	242.4	1444.3
Affymetrix:CompositeSequence:Mouse430A_2:1422139_at	699.2	65.9	230.3	779.7	340.3	1263.3
Affymetrix:CompositeSequence:Mouse430A_2:1422140_at	949.3	654.5	169.1	145.2	1357.9	54.2
Affymetrix:CompositeSequence:Mouse430A_2:1422141_s_at	2839.3	600.9	3480.2	1270.2	2679.5	10215.9
Affymetrix:CompositeSequence:Mouse430A_2:1422142_at	108.3	611.7	567	326.1	113.9	171.1
Affymetrix:CompositeSequence:Mouse430A_2:1422143_at	24.8	70	411.3	1432.5	132.9	614.4
Affymetrix:CompositeSequence:Mouse430A_2:1422144_at	22.8	642.6	270.9	218.1	59.9	1084
Affymetrix:CompositeSequence:Mouse430A_2:1422145_at	26.1	332	1608.3	894.4	49.5	37.8
Affymetrix:CompositeSequence:Mouse430A_2:1422146_at	739.7	141.4	1649.8	201	538.7	1977.7
Affymetrix:CompositeSequence:Mouse430A_2:1422147_a_at	1419.1	1806.7	1048.9	128.6	446.5	1375
Affymetrix:CompositeSequence:Mouse430A_2:1422148_at	1605.1	963.2	1248.1	441	716.8	802.7
Affymetrix:CompositeSequence:Mouse430A_2:1422149_at	380.3	257.4	45.3	43.7	132.6	59.1
Affymetrix:CompositeSequence:Mouse430A_2:1422150_at	478.1	189.3	222.2	407.1	181.9	230.2
Affymetrix:CompositeSequence:Mouse430A_2:1422151_at	127.3	149.5	1436.9	532	326.3	806.5
Affymetrix:CompositeSequence:Mouse430A_2:1422152_at	186.5	1441	1546.2	141.3	288.8	2640.9
Affymetrix:CompositeSequence:Mouse430A_2:1422153_a_at	1117.4	297.2	106	372.8	1529.3	123.2
Affymetrix:CompositeSequence:Mouse430A_2:1422154_at	32.4	50.8	113.6	181.9	74.9	94.2
Affymetrix:CompositeSequence:Mouse430A_2:1422155_at	434	51.8	36.4	167.4	45.9	22.2
Affymetrix:CompositeSequence:Mouse430A_2:1422156_a_at	156782	176887.5	210888.3	108095.7	123519.4	133038
Affymetrix:CompositeSequence:Mouse430A_2:1422157_a_at	1357.6	1819.7	2178.1	1909.4	4901.7	2527.5
Affymetrix:CompositeSequence:Mouse430A_2:1422158_at	63.6	655.2	102.1	349.2	94	501
Affymetrix:CompositeSequence:Mouse430A_2:1422159_at	180.5	122.5	163.7	105.9	84.4	54.5
Affymetrix:CompositeSequence:Mouse430A_2:1422160_at	18537.2	19557.3	19749.6	32171.1	20900.1	12145.7
Affymetrix:CompositeSequence:Mouse430A_2:1422161_at	194	303.3	454.3	133.8	2019.3	1295
Affymetrix:CompositeSequence:Mouse430A_2:1422162_at	4249.1	2707	4869.5	3242.7	2623.6	5661.9
Affymetrix:CompositeSequence:Mouse430A_2:1422163_at	194	65.5	131.9	415.8	402.7	165.9
Affymetrix:CompositeSequence:Mouse430A_2:1422164_at	1210.3	4899.9	2743.3	2091.5	4256	2382.6
Affymetrix:CompositeSequence:Mouse430A_2:1422165_at	86.7	35.5	1697.5	467.7	148.9	828.5
Affymetrix:CompositeSequence:Mouse430A_2:1422166_at	2979.9	3380.9	2764.9	1935.5	4731.7	8425.8
Affymetrix:CompositeSequence:Mouse430A_2:1422167_at	149.1	52.8	35.4	747.1	70	692.5
Affymetrix:CompositeSequence:Mouse430A_2:1422168_a_at	468.7	108.1	98.8	378.1	424.1	1278
Affymetrix:CompositeSequence:Mouse430A_2:1422169_a_at	73.7	29.2	431.3	120.4	361.6	214.1
Affymetrix:CompositeSequence:Mouse430A_2:1422170_at	142.4	97.3	1709.3	179.3	1769.1	3488.1
Affymetrix:CompositeSequence:Mouse430A_2:1422171_at	401.2	330.2	651.6	398.7	102.9	1650.2
Affymetrix:CompositeSequence:Mouse430A_2:1422172_x_at	2143	218	1604.7	993.2	2900.6	642
Affymetrix:CompositeSequence:Mouse430A_2:1422173_at	1886.1	2452.4	5003	1773.7	4111.9	2951.3
Affymetrix:CompositeSequence:Mouse430A_2:1422174_at	48.1	204.5	39.5	46.8	996.5	659.4
Affymetrix:CompositeSequence:Mouse430A_2:1422175_at	12.7	21.6	173.2	957.6	65.1	17.4
Affymetrix:CompositeSequence:Mouse430A_2:1422176_at	87	93.3	125.4	478.2	166.1	42.7
Affymetrix:CompositeSequence:Mouse430A_2:1422177_at	2236.6	3138.7	4302	2201.1	3670	3168.5
Affymetrix:CompositeSequence:Mouse430A_2:1422178_a_at	502.1	35.2	523.8	1161.8	985	298.1
Affymetrix:CompositeSequence:Mouse430A_2:1422179_at	91.5	425.6	635.6	131.1	287	1427.4
Affymetrix:CompositeSequence:Mouse430A_2:1422180_a_at	944.8	1350.6	785.5	991.2	2304.5	580.5
Affymetrix:CompositeSequence:Mouse430A_2:1422181_at	35.2	79.2	125.5	50.6	26.8	36.9
Affymetrix:CompositeSequence:Mouse430A_2:1422182_at	49.2	1391.5	1259.8	96.6	77.8	227
Affymetrix:CompositeSequence:Mouse430A_2:1422183_a_at	638.5	252.9	596.5	1262.5	209.6	233.1
Affymetrix:CompositeSequence:Mouse430A_2:1422184_a_at	514.1	16.4	551.1	86.1	153.4	176.6
Affymetrix:CompositeSequence:Mouse430A_2:1422185_a_at	1670.5	4004.6	3205.8	2848.6	233.5	4027
Affymetrix:CompositeSequence:Mouse430A_2:1422186_s_at	2121.3	4124.2	3859.6	4755.2	1893.7	4728.8
Affymetrix:CompositeSequence:Mouse430A_2:1422187_at	127.4	38.6	1028.1	245.6	492.3	245.6
Affymetrix:CompositeSequence:Mouse430A_2:1422188_s_at	249.1	388.6	79.7	2175.6	62.7	48.6
Affymetrix:CompositeSequence:Mouse430A_2:1422189_x_at	469.8	74.3	273.1	1178	113.8	615.1
Affymetrix:CompositeSequence:Mouse430A_2:1422190_at	44.6	1202.3	1760.2	123.1	334.8	332.6
Affymetrix:CompositeSequence:Mouse430A_2:1422191_at	1561.9	2280.2	2612.6	913	1014.7	1253.8
Affymetrix:CompositeSequence:Mouse430A_2:1422192_at	924.6	243.4	1124.5	1121.7	179.5	1239.1
Affymetrix:CompositeSequence:Mouse430A_2:1422193_at	191.3	46.3	668.2	76.7	893.6	588.1
Affymetrix:CompositeSequence:Mouse430A_2:1422194_at	1222.1	1393.6	1454.1	1046.6	1037.3	1310.4
Affymetrix:CompositeSequence:Mouse430A_2:1422195_s_at	690.9	1640.4	1382.6	773.5	923.8	676.8
Affymetrix:CompositeSequence:Mouse430A_2:1422196_at	1424.5	275.8	410.4	33	1243.3	51.5
Affymetrix:CompositeSequence:Mouse430A_2:1422197_at	817.8	970.9	1696.6	93.1	319.5	1117.7
Affymetrix:CompositeSequence:Mouse430A_2:1422198_a_at	291.2	355.2	3069.7	2709	1800.3	120
Affymetrix:CompositeSequence:Mouse430A_2:1422199_at	55.5	58.1	155.8	42.1	412.6	128.7
Affymetrix:CompositeSequence:Mouse430A_2:1422200_at	74.9	736.7	1408.3	506.5	2179.9	1619.4
Affymetrix:CompositeSequence:Mouse430A_2:1422201_at	3315.9	2690.2	9485.4	7681.5	8500	9863.5
Affymetrix:CompositeSequence:Mouse430A_2:1422202_at	239.6	289.4	749	206.6	798.7	1801.1
Affymetrix:CompositeSequence:Mouse430A_2:1422203_at	301.1	499	1008	327	81.1	57.6
Affymetrix:CompositeSequence:Mouse430A_2:1422204_at	1649.7	129	1594.1	1459.6	116.4	284.1
Affymetrix:CompositeSequence:Mouse430A_2:1422205_at	41.4	176.4	651.4	170.2	488.9	381.4
Affymetrix:CompositeSequence:Mouse430A_2:1422206_at	6625.8	57.6	85.7	2101.6	10594.1	16627.8
Affymetrix:CompositeSequence:Mouse430A_2:1422207_at	201.9	377.7	1326.1	1423.3	210.4	845
Affymetrix:CompositeSequence:Mouse430A_2:1422208_a_at	754.7	879.5	3465.6	1367.3	1280.6	1180.1
Affymetrix:CompositeSequence:Mouse430A_2:1422209_s_at	650.7	939.8	387.3	313.4	3833.2	1301.3
Affymetrix:CompositeSequence:Mouse430A_2:1422210_at	947.2	23.6	81.4	70.6	1351.9	125.4
Affymetrix:CompositeSequence:Mouse430A_2:1422211_a_at	52.8	181.7	72.8	165.5	112.1	39.3
Affymetrix:CompositeSequence:Mouse430A_2:1422212_at	257.5	98.1	57.3	208.3	591.3	174.2
Affymetrix:CompositeSequence:Mouse430A_2:1422213_s_at	149.7	1317.9	164.8	2424.3	191.5	2926
Affymetrix:CompositeSequence:Mouse430A_2:1422214_at	29.6	1146.2	1869.5	944	746.4	30.9
Affymetrix:CompositeSequence:Mouse430A_2:1422215_at	1708.4	347	1214.3	1119.8	1135.5	1363.4
Affymetrix:CompositeSequence:Mouse430A_2:1422216_at	539.4	42.4	1300.8	42.7	1694.7	1092.8
Affymetrix:CompositeSequence:Mouse430A_2:1422217_a_at	75.5	33	223.1	718.3	85.3	176
Affymetrix:CompositeSequence:Mouse430A_2:1422218_at	69.4	35.1	175.7	80.3	632.2	519.8
Affymetrix:CompositeSequence:Mouse430A_2:1422219_a_at	291	1186.7	1145	2803.1	193.4	263.3
Affymetrix:CompositeSequence:Mouse430A_2:1422220_at	192.2	516.2	1265.6	1295.3	608.7	448.9
Affymetrix:CompositeSequence:Mouse430A_2:1422221_at	108	46.2	119.2	1357.4	1897.8	230.4
Affymetrix:CompositeSequence:Mouse430A_2:1422222_at	2273.9	7660.6	14711.4	7585.6	5768.3	9108.2
Affymetrix:CompositeSequence:Mouse430A_2:1422223_at	1401.9	1790.9	215.3	1684.4	558.8	1634.6
Affymetrix:CompositeSequence:Mouse430A_2:1422224_at	715.3	133.9	683.3	61.4	160.7	2731.6
Affymetrix:CompositeSequence:Mouse430A_2:1422225_s_at	894.3	305.3	231.5	201.7	149.2	3208.4
Affymetrix:CompositeSequence:Mouse430A_2:1422226_at	809.3	1806.7	152.1	1586.2	1580.7	2005.9
Affymetrix:CompositeSequence:Mouse430A_2:1422227_at	71.3	626.8	1653.6	381.7	268	1003.1
Affymetrix:CompositeSequence:Mouse430A_2:1422228_at	1107.5	1066.4	272.6	234.2	124	241
Affymetrix:CompositeSequence:Mouse430A_2:1422229_at	2212.4	1279.8	539.7	1785.5	1402.2	1532.9
Affymetrix:CompositeSequence:Mouse430A_2:1422230_s_at	30.5	598.7	467.8	509.1	431.6	410.9
Affymetrix:CompositeSequence:Mouse430A_2:1422231_a_at	1611.8	3628.8	4268.8	582.9	305.1	1013
Affymetrix:CompositeSequence:Mouse430A_2:1422232_at	49.9	119.8	175.1	172.3	81.3	174.8
Affymetrix:CompositeSequence:Mouse430A_2:1422233_at	950.8	106.2	2304.4	56.9	3040.5	1355
Affymetrix:CompositeSequence:Mouse430A_2:1422234_at	461	29.1	682.8	90.6	41.1	145.3
Affymetrix:CompositeSequence:Mouse430A_2:1422235_at	105	203.5	232.1	1230.2	357.2	145.1
Affymetrix:CompositeSequence:Mouse430A_2:1422236_at	65.6	113.3	128.7	36.2	94.6	815.1
Affymetrix:CompositeSequence:Mouse430A_2:1422237_at	666.6	234.9	334.4	1548.3	699.1	640
Affymetrix:CompositeSequence:Mouse430A_2:1422238_at	99	124	262	61.2	90.2	742.2
Affymetrix:CompositeSequence:Mouse430A_2:1422239_at	207.8	251.7	1054.4	192	53.3	1066
Affymetrix:CompositeSequence:Mouse430A_2:1422240_s_at	1206.1	1039.8	1539.4	588.5	941.4	561.1
Affymetrix:CompositeSequence:Mouse430A_2:1422241_a_at	2582.2	2569	3484.4	3278.2	1697.2	2132.4
Affymetrix:CompositeSequence:Mouse430A_2:1422242_at	213.9	746.6	2201.8	172	215.3	1382.3
Affymetrix:CompositeSequence:Mouse430A_2:1422243_at	67.7	59.6	77.2	1161.1	587.2	98.4
Affymetrix:CompositeSequence:Mouse430A_2:1422244_at	340.6	84	71.4	127.3	2740.8	35.5
Affymetrix:CompositeSequence:Mouse430A_2:1422245_a_at	446.6	49.6	359.4	48.9	577.4	882.6
Affymetrix:CompositeSequence:Mouse430A_2:1422246_at	86.1	31.9	74	29.2	109.3	73.7
Affymetrix:CompositeSequence:Mouse430A_2:1422247_a_at	62.1	192.5	170.1	345.5	245.9	986.2
Affymetrix:CompositeSequence:Mouse430A_2:1422248_at	1734.8	586.9	1223.4	199	256.4	337.2
Affymetrix:CompositeSequence:Mouse430A_2:1422249_s_at	31.2	281.8	73.8	43.7	59.7	18.1
Affymetrix:CompositeSequence:Mouse430A_2:1422250_at	1503.6	1028.6	1564.8	930.6	257.5	783.4
Affymetrix:CompositeSequence:Mouse430A_2:1422251_at	142.9	108	357.9	579.1	78.1	136.6
Affymetrix:CompositeSequence:Mouse430A_2:1422252_a_at	1164.8	759.1	104.8	151.2	241	253.4
Affymetrix:CompositeSequence:Mouse430A_2:1422253_at	1707	865.1	90.4	81.1	873.5	126.1
Affymetrix:CompositeSequence:Mouse430A_2:1422254_a_at	244.7	1072.4	105.8	282.5	156.9	1586.1
Affymetrix:CompositeSequence:Mouse430A_2:1422255_at	1172	990.1	930.7	2272.9	1143.5	2579.1
Affymetrix:CompositeSequence:Mouse430A_2:1422256_at	783.6	253	187.5	214	2176.2	968.6
Affymetrix:CompositeSequence:Mouse430A_2:1422257_s_at	270.4	1137.9	473.6	109	907.7	1162.3
Affymetrix:CompositeSequence:Mouse430A_2:1422258_at	112.1	81.5	951.7	72.3	952.4	1714.6
Affymetrix:CompositeSequence:Mouse430A_2:1422259_a_at	42.4	480.8	51.3	78.7	733.8	604
Affymetrix:CompositeSequence:Mouse430A_2:1422260_x_at	310	127.8	560.5	142.4	2279.8	998.6
Affymetrix:CompositeSequence:Mouse430A_2:1422261_a_at	1120.1	81.4	329.5	344.2	2539.9	1196.2
Affymetrix:CompositeSequence:Mouse430A_2:1422262_a_at	158.8	452.5	210.3	365	516.6	298.9
Affymetrix:CompositeSequence:Mouse430A_2:1422263_at	2001.4	103	1347.2	2208	324.4	127
Affymetrix:CompositeSequence:Mouse430A_2:1422264_s_at	477.9	708	138.7	2203.8	784	35.6
Affymetrix:CompositeSequence:Mouse430A_2:1422265_at	528.4	27.9	1067.8	86.7	701.9	33.1
Affymetrix:CompositeSequence:Mouse430A_2:1422266_at	192.1	93.6	161.7	101.5	159.7	1016.3
Affymetrix:CompositeSequence:Mouse430A_2:1422267_at	610.6	118.3	540.6	476.6	1510.7	1170.8
Affymetrix:CompositeSequence:Mouse430A_2:1422268_a_at	833.8	1105.5	1098	1310.4	1165.6	1734
Affymetrix:CompositeSequence:Mouse430A_2:1422269_at	72	480.5	178.1	540.5	128.2	283.7
Affymetrix:CompositeSequence:Mouse430A_2:1422270_a_at	186.6	390.3	239.3	169.6	1068.1	651.5
Affymetrix:CompositeSequence:Mouse430A_2:1422271_at	154.9	300	127.9	129.7	319	57.2
Affymetrix:CompositeSequence:Mouse430A_2:1422272_at	2092.4	2528.2	1064.5	5847.9	9410.2	4523.1
Affymetrix:CompositeSequence:Mouse430A_2:1422273_at	10.7	715	119.3	506	1000.3	851.8
Affymetrix:CompositeSequence:Mouse430A_2:1422274_at	1252.4	387.6	1835.9	703.4	1815.4	1490.8
Affymetrix:CompositeSequence:Mouse430A_2:1422275_at	135.7	1007.3	3226.7	248.2	158.7	839.5
Affymetrix:CompositeSequence:Mouse430A_2:1422276_at	104.7	122.3	1155.9	858.6	91.5	78.7
Affymetrix:CompositeSequence:Mouse430A_2:1422277_at	424.4	778.5	1153.8	531.5	1611.4	57
Affymetrix:CompositeSequence:Mouse430A_2:1422278_at	606.9	51.6	97	669.2	1603.5	81.8
Affymetrix:CompositeSequence:Mouse430A_2:1422279_at	1714.9	66.6	2352.3	2736.4	1780.4	43.5
Affymetrix:CompositeSequence:Mouse430A_2:1422280_at	1667.6	1415.9	1732.6	876.8	80.7	2394.7
Affymetrix:CompositeSequence:Mouse430A_2:1422281_at	1393.4	937	1842.9	1178.6	966.6	104.7
Affymetrix:CompositeSequence:Mouse430A_2:1422282_at	188.7	40.9	188.4	190.8	115.1	475.9
Affymetrix:CompositeSequence:Mouse430A_2:1422283_at	25.3	627.9	395.9	52.4	60	117.1
Affymetrix:CompositeSequence:Mouse430A_2:1422284_at	199.9	91.1	217.7	138	80.9	1405.7
Affymetrix:CompositeSequence:Mouse430A_2:1422285_at	62.1	74.9	94.5	2518.4	291.3	4879.3
Affymetrix:CompositeSequence:Mouse430A_2:1422286_a_at	1541.6	479.7	2792	1217.2	3137.3	4783.1
Affymetrix:CompositeSequence:Mouse430A_2:1422287_at	416.7	434.7	83.1	42.3	19.2	458.1
Affymetrix:CompositeSequence:Mouse430A_2:1422288_at	88.4	437.4	219.1	1415.4	1645.8	2890
Affymetrix:CompositeSequence:Mouse430A_2:1422289_a_at	90	730.2	1045.3	140.1	426.1	798.9
Affymetrix:CompositeSequence:Mouse430A_2:1422290_at	289.9	178.2	336.8	409.9	1255.6	59.9
Affymetrix:CompositeSequence:Mouse430A_2:1422291_at	541.2	500.4	71.2	711.4	2192.6	787.5
Affymetrix:CompositeSequence:Mouse430A_2:1422292_at	471.6	1031.3	999.3	82.8	51	45.1
Affymetrix:CompositeSequence:Mouse430A_2:1422293_a_at	631.7	22.1	144.2	1902.8	2249	176.3
Affymetrix:CompositeSequence:Mouse430A_2:1422294_at	947.8	592.5	542.8	942	264	1031.7
Affymetrix:CompositeSequence:Mouse430A_2:1422295_at	261.8	55.1	502.3	96.6	611.2	108.3
Affymetrix:CompositeSequence:Mouse430A_2:1422296_at	673.7	74.8	1432.8	784.9	84.1	759.4
Affymetrix:CompositeSequence:Mouse430A_2:1422297_at	84.1	793.7	122.9	47.7	2289.4	1209.8
Affymetrix:CompositeSequence:Mouse430A_2:1422298_at	272.1	338.4	1963.8	130.3	40.1	98.2
Affymetrix:CompositeSequence:Mouse430A_2:1422299_a_at	1301.3	383.7	334.9	718.2	2820.4	1124.5
Affymetrix:CompositeSequence:Mouse430A_2:1422300_at	818.4	469.9	689	504.5	1035	676.7
Affymetrix:CompositeSequence:Mouse430A_2:1422301_at	552.8	1245.4	406	486.4	1878.2	1954.8
Affymetrix:CompositeSequence:Mouse430A_2:1422302_s_at	2715.5	1670.7	852.8	2905.7	2643.8	2448.1
Affymetrix:CompositeSequence:Mouse430A_2:1422303_a_at	10561.3	5938.3	3501.6	4664.5	2733.8	4643.2
Affymetrix:CompositeSequence:Mouse430A_2:1422304_at	2454.6	2537.3	1169.9	1388.2	269.9	1143.5
Affymetrix:CompositeSequence:Mouse430A_2:1422305_at	159	953.5	34.8	683.6	373.2	159.3
Affymetrix:CompositeSequence:Mouse430A_2:1422306_at	253	1539.6	1839.2	126.4	1354.8	1792.6
Affymetrix:CompositeSequence:Mouse430A_2:1422307_at	5574.7	3295.4	4606.9	3440.3	4825.6	3805.7
Affymetrix:CompositeSequence:Mouse430A_2:1422308_a_at	3731.6	1118.2	1947.8	2847.6	4407	2479
Affymetrix:CompositeSequence:Mouse430A_2:1422309_a_at	193	945.1	1938.4	1635.2	795.5	276.5
Affymetrix:CompositeSequence:Mouse430A_2:1422310_at	26.4	61	170.4	1781.2	1693.2	914.7
Affymetrix:CompositeSequence:Mouse430A_2:1422311_a_at	15829.1	28085.5	7564.2	12974.2	11619.2	9658.2
Affymetrix:CompositeSequence:Mouse430A_2:1422312_a_at	180.9	118.9	183.4	245.5	433	295.4
Affymetrix:CompositeSequence:Mouse430A_2:1422313_a_at	1046.1	1058.3	551.8	1812.7	926.6	1165.6
Affymetrix:CompositeSequence:Mouse430A_2:1422314_at	69.7	198.5	302.3	51.3	145.5	388.3
Affymetrix:CompositeSequence:Mouse430A_2:1422315_x_at	147.9	151.3	3158.8	3613.5	3255.7	2040.4
Affymetrix:CompositeSequence:Mouse430A_2:1422316_at	1298.5	434.7	2884.3	1545.3	155.7	236.5
Affymetrix:CompositeSequence:Mouse430A_2:1422317_a_at	2252.9	79.7	860.9	281.2	623.2	2236.3
Affymetrix:CompositeSequence:Mouse430A_2:1422318_at	806.7	27	1026.9	91	141.6	557
Affymetrix:CompositeSequence:Mouse430A_2:1422319_at	353.7	72.1	1651.5	679.6	1781.1	773.3
Affymetrix:CompositeSequence:Mouse430A_2:1422320_x_at	384367.7	280567.6	767606.1	422766.5	552329.2	453885.3
Affymetrix:CompositeSequence:Mouse430A_2:1422321_a_at	1660.6	2796.9	3470.9	1724.2	3141.7	1260.6
Affymetrix:CompositeSequence:Mouse430A_2:1422322_at	673.5	179.9	2675.2	359.7	1328.6	701.6
Affymetrix:CompositeSequence:Mouse430A_2:1422323_a_at	95.9	123.1	148.6	138.3	805.7	123.7
Affymetrix:CompositeSequence:Mouse430A_2:1422324_a_at	310.7	630.4	749.7	595.1	53.1	907.5
Affymetrix:CompositeSequence:Mouse430A_2:1422325_at	199.7	25.7	53.8	83.6	47.7	27.4
Affymetrix:CompositeSequence:Mouse430A_2:1422326_at	755	833.1	1394	384.6	353	281.3
Affymetrix:CompositeSequence:Mouse430A_2:1422327_s_at	20.8	61.5	185.3	246.1	866.1	1442.7
Affymetrix:CompositeSequence:Mouse430A_2:1422328_at	81.1	108.6	921.3	101.9	714.4	633.8
Affymetrix:CompositeSequence:Mouse430A_2:1422329_a_at	95.4	764	1933.3	249.7	133	1677.4
Affymetrix:CompositeSequence:Mouse430A_2:1422330_at	247.6	828.6	565.5	230.9	1452.3	435.2
Affymetrix:CompositeSequence:Mouse430A_2:1422331_at	1102.7	1291.1	3098.6	1524.1	1640.3	1335.9
Affymetrix:CompositeSequence:Mouse430A_2:1422332_at	581.6	496.1	28.9	26.2	56.5	950.1
Affymetrix:CompositeSequence:Mouse430A_2:1422333_at	1276	489.8	221.9	1925.4	987.1	641.6
Affymetrix:CompositeSequence:Mouse430A_2:1422334_a_at	88.8	72.9	112.9	139	131.8	1258.3
Affymetrix:CompositeSequence:Mouse430A_2:1422335_at	1189.6	354.8	73.1	1106.1	868.6	934.8
Affymetrix:CompositeSequence:Mouse430A_2:1422336_at	298.7	815.3	1695.4	460	76.5	168.6
Affymetrix:CompositeSequence:Mouse430A_2:1422337_at	120.5	1454	378.1	1387.4	1203.2	446.5
Affymetrix:CompositeSequence:Mouse430A_2:1422338_at	603.2	166.7	1605.7	35.6	353.6	46.5
Affymetrix:CompositeSequence:Mouse430A_2:1422339_at	179.5	789	2284.6	821.6	937.9	3067.7
Affymetrix:CompositeSequence:Mouse430A_2:1422340_a_at	1023	44.8	981.4	64.7	1454.9	67.7
Affymetrix:CompositeSequence:Mouse430A_2:1422341_s_at	543.7	420.1	1334.6	1420.7	715.3	257.7
Affymetrix:CompositeSequence:Mouse430A_2:1422342_at	547.4	64.3	115	1233.7	328.9	1044.7
Affymetrix:CompositeSequence:Mouse430A_2:1422343_at	28.4	39.4	75.2	944.7	926.9	681.5
Affymetrix:CompositeSequence:Mouse430A_2:1422344_s_at	835	2058	1246.9	2194.9	946.3	1407.9
Affymetrix:CompositeSequence:Mouse430A_2:1422345_s_at	100.6	58.1	104	613.5	74.8	144.9
Affymetrix:CompositeSequence:Mouse430A_2:1422346_at	461.6	274.7	4221.2	68.2	1448.5	48
Affymetrix:CompositeSequence:Mouse430A_2:1422347_at	24.2	977.1	1177.4	53.9	1246.5	562.1
Affymetrix:CompositeSequence:Mouse430A_2:1422348_at	4219.7	797	6305.5	6367	11499.7	2924.1
Affymetrix:CompositeSequence:Mouse430A_2:1422349_at	42.6	31.5	27.7	26.2	72.2	18.4
Affymetrix:CompositeSequence:Mouse430A_2:1422350_at	532.5	337.4	83.1	721.9	1132.3	88.9
Affymetrix:CompositeSequence:Mouse430A_2:1422351_at	16.1	116.1	640.7	883.4	1209.8	587
Affymetrix:CompositeSequence:Mouse430A_2:1422352_at	328.4	45.1	39.2	24.4	80.7	88.2
Affymetrix:CompositeSequence:Mouse430A_2:1422353_at	61.1	236.4	212.2	187.8	188.1	811.1
Affymetrix:CompositeSequence:Mouse430A_2:1422354_at	182.4	126.4	426.6	1523.4	302.3	781.3
Affymetrix:CompositeSequence:Mouse430A_2:1422355_at	20.1	151.7	462.2	116	561.5	71.9
Affymetrix:CompositeSequence:Mouse430A_2:1422356_at	59.4	24.7	78.2	37.4	1641.6	1113.6
Affymetrix:CompositeSequence:Mouse430A_2:1422357_at	22.8	55.5	127.1	69.3	121.9	32.2
Affymetrix:CompositeSequence:Mouse430A_2:1422358_at	21.5	40.5	675.2	418.6	142.6	350.5
Affymetrix:CompositeSequence:Mouse430A_2:1422359_at	653	639.5	235.1	94.2	793.7	878.1
Affymetrix:CompositeSequence:Mouse430A_2:1422360_at	106.3	40.9	35.1	106.2	49	317.6
Affymetrix:CompositeSequence:Mouse430A_2:1422361_at	415.4	881.2	1245.4	883.7	915.3	28.3
Affymetrix:CompositeSequence:Mouse430A_2:1422362_s_at	405	86.9	364.7	604.5	1853.4	95.5
Affymetrix:CompositeSequence:Mouse430A_2:1422363_at	56.2	334.2	1150.6	715.6	51.5	44.8
Affymetrix:CompositeSequence:Mouse430A_2:1422364_at	439.3	364.6	478.9	30.6	870.9	41.3
Affymetrix:CompositeSequence:Mouse430A_2:1422365_at	453.6	125.7	934.1	183.7	4197.5	963.5
Affymetrix:CompositeSequence:Mouse430A_2:1422366_at	741.8	657.5	1111.1	1123.3	72.7	1452.4
Affymetrix:CompositeSequence:Mouse430A_2:1422367_at	18.4	57.7	1613	231.2	599.6	20.1
Affymetrix:CompositeSequence:Mouse430A_2:1422368_at	270.6	1139.3	899.9	1126.7	343.3	124
Affymetrix:CompositeSequence:Mouse430A_2:1422369_at	1733.5	75.4	768.2	1184.6	1141.5	66.7
Affymetrix:CompositeSequence:Mouse430A_2:1422370_at	113.7	84.5	212.4	647.8	339	366.4
Affymetrix:CompositeSequence:Mouse430A_2:1422371_at	137	132.5	371.9	1024.6	64.4	135.3
Affymetrix:CompositeSequence:Mouse430A_2:1422372_at	1144.8	524.8	1304.4	69.7	46	1336.6
