Hybridization REF	GSM115896	GSM115897	GSM115898	GSM115899	GSM115900	GSM115901
Affymetrix:CompositeSequence:Mouse430A_2:1427442_a_at	1295.5	2029.1	850.7	172.6	115.6	1086.3
Affymetrix:CompositeSequence:Mouse430A_2:1427443_at	386.6	76.1	58	102.6	185.3	464.5
Affymetrix:CompositeSequence:Mouse430A_2:1427444_at	72.9	21.8	78.2	97.9	116.7	1068.1
Affymetrix:CompositeSequence:Mouse430A_2:1427445_a_at	2248	761.8	3142.8	2659.2	838.7	2386.9
Affymetrix:CompositeSequence:Mouse430A_2:1427446_s_at	2423.4	41.5	1256.2	135.1	254.5	95.1
Affymetrix:CompositeSequence:Mouse430A_2:1427447_a_at	1043.4	63.4	651.6	41.8	84.6	807
Affymetrix:CompositeSequence:Mouse430A_2:1427448_at	1843.2	1628.1	2792.7	1747.3	3587.9	2719.8
Affymetrix:CompositeSequence:Mouse430A_2:1427449_a_at	3397.8	1236.1	7642.9	2908.1	226.3	5003.6
Affymetrix:CompositeSequence:Mouse430A_2:1427450_x_at	24	45.8	144.4	938.5	64.9	121.1
Affymetrix:CompositeSequence:Mouse430A_2:1427451_a_at	2238.6	1359.4	2351	2149.4	1454.5	1369.9
Affymetrix:CompositeSequence:Mouse430A_2:1427452_at	4296.3	3235.8	3565.7	4594	6041.3	9009.8
Affymetrix:CompositeSequence:Mouse430A_2:1427453_at	96.7	85.3	80.8	201.1	55.8	311.2
Affymetrix:CompositeSequence:Mouse430A_2:1427454_at	1382.4	533.1	1531.8	1583.8	1623	1676.8
Affymetrix:CompositeSequence:Mouse430A_2:1427455_x_at	5352.8	47884	119262.7	137207.2	151465.4	173805.6
Affymetrix:CompositeSequence:Mouse430A_2:1427456_at	468	15.6	1469.4	1370.9	950.9	565.1
Affymetrix:CompositeSequence:Mouse430A_2:1427457_a_at	4187.6	7879.8	5596.9	7731.9	3727.6	9498.9
Affymetrix:CompositeSequence:Mouse430A_2:1427458_at	81.6	44.2	169	63.1	109.5	76.1
Affymetrix:CompositeSequence:Mouse430A_2:1427459_at	47.4	318.1	304.2	741.1	193.6	597.2
Affymetrix:CompositeSequence:Mouse430A_2:1427460_at	2384.9	1524.8	3247.3	3890.3	2953.2	1336.5
Affymetrix:CompositeSequence:Mouse430A_2:1427461_at	134.3	143.2	108.3	105.1	907.7	148.4
Affymetrix:CompositeSequence:Mouse430A_2:1427462_at	392.2	74.1	922.9	233.4	324.2	43.2
Affymetrix:CompositeSequence:Mouse430A_2:1427463_at	61.4	1330	2139.8	376.5	1293.8	83.3
Affymetrix:CompositeSequence:Mouse430A_2:1427464_s_at	29666.1	30410.4	23971.2	43671.7	18968.2	30265.5
Affymetrix:CompositeSequence:Mouse430A_2:1427465_at	72.6	101.9	1104.7	142.3	106.1	64.3
Affymetrix:CompositeSequence:Mouse430A_2:1427466_at	522	1144.6	80.6	86.4	1742.1	801.7
Affymetrix:CompositeSequence:Mouse430A_2:1427467_a_at	594.3	761.6	136.9	815.7	1394.8	1167.4
Affymetrix:CompositeSequence:Mouse430A_2:1427468_at	959	989.6	1593.9	1803.4	284.4	1759.4
Affymetrix:CompositeSequence:Mouse430A_2:1427469_at	386.7	22.9	679.4	43.8	1462.1	1084.1
Affymetrix:CompositeSequence:Mouse430A_2:1427470_s_at	89.5	603.7	1482.6	635.1	38.3	56.4
Affymetrix:CompositeSequence:Mouse430A_2:1427471_at	392.9	2123.2	3602.8	5211.2	1442.3	10280.7
Affymetrix:CompositeSequence:Mouse430A_2:1427472_a_at	126.1	1982.1	656	712.1	2464.7	1533.1
Affymetrix:CompositeSequence:Mouse430A_2:1427473_at	22.3	103.4	184.6	37.8	520.4	64.4
Affymetrix:CompositeSequence:Mouse430A_2:1427474_s_at	599.1	105.2	65.7	1474.5	95.8	256.2
Affymetrix:CompositeSequence:Mouse430A_2:1427475_a_at	8985.4	9502.3	3144.4	3701.4	8029.2	8872.5
Affymetrix:CompositeSequence:Mouse430A_2:1427476_a_at	409.1	1251.9	1368.5	1050.3	591.2	2799.7
Affymetrix:CompositeSequence:Mouse430A_2:1427477_at	737.4	96.5	152.3	978.7	108.8	1042.8
Affymetrix:CompositeSequence:Mouse430A_2:1427478_at	1116.1	453.9	3287.7	1470.8	194.1	510.8
Affymetrix:CompositeSequence:Mouse430A_2:1427479_at	1717.9	2287.9	776.5	1802.6	2951.7	1596
Affymetrix:CompositeSequence:Mouse430A_2:1427480_at	470.2	1038.7	139.1	580.4	65.6	910.8
Affymetrix:CompositeSequence:Mouse430A_2:1427481_a_at	12	33.7	135.9	95	183.8	39.1
Affymetrix:CompositeSequence:Mouse430A_2:1427482_a_at	26.5	153.4	393.6	38.7	233.4	26.3
Affymetrix:CompositeSequence:Mouse430A_2:1427483_at	512.8	34.1	61.4	31.5	1194.9	902.2
Affymetrix:CompositeSequence:Mouse430A_2:1427484_at	1727.2	1370.2	1124	4153.8	53.7	1601.1
Affymetrix:CompositeSequence:Mouse430A_2:1427485_at	620.6	68.6	140.7	203.4	146.9	225.9
Affymetrix:CompositeSequence:Mouse430A_2:1427486_at	28.9	119.3	1155	68.6	200.5	87.6
Affymetrix:CompositeSequence:Mouse430A_2:1427487_at	1906.9	217	2690.9	2204.5	3355.3	625.1
Affymetrix:CompositeSequence:Mouse430A_2:1427488_a_at	51.6	425.5	65.4	546.5	397	213.2
Affymetrix:CompositeSequence:Mouse430A_2:1427489_at	58	461.7	763.8	90	880.8	19.3
Affymetrix:CompositeSequence:Mouse430A_2:1427490_at	284.6	40.8	43.6	439.8	1162.8	506.9
Affymetrix:CompositeSequence:Mouse430A_2:1427491_at	412.8	4061.5	151.7	1756.6	865.4	1750.5
Affymetrix:CompositeSequence:Mouse430A_2:1427492_at	428.5	112.5	858.1	36	56.5	453.1
Affymetrix:CompositeSequence:Mouse430A_2:1427493_at	114.5	1402.3	746.5	57.4	1391.5	8.1
Affymetrix:CompositeSequence:Mouse430A_2:1427494_at	942.4	192.8	1214.1	555.5	1366.6	1237.7
Affymetrix:CompositeSequence:Mouse430A_2:1427495_at	966.2	55.6	121.8	863.5	266.1	84.4
Affymetrix:CompositeSequence:Mouse430A_2:1427496_at	5486.5	4823.7	3780.7	3952.4	663.6	3090.3
Affymetrix:CompositeSequence:Mouse430A_2:1427497_at	701.7	292.1	1208.3	602	1256	68.2
Affymetrix:CompositeSequence:Mouse430A_2:1427498_a_at	854.1	1143.9	168.6	633.1	2062	933.1
Affymetrix:CompositeSequence:Mouse430A_2:1427499_at	39.2	99.4	203.4	637.2	99.8	1249.4
Affymetrix:CompositeSequence:Mouse430A_2:1427500_at	453.1	1239.8	1626.5	29.4	1010.4	34.7
Affymetrix:CompositeSequence:Mouse430A_2:1427501_at	117.9	68.6	687.3	148.7	46.8	101.3
Affymetrix:CompositeSequence:Mouse430A_2:1427502_at	629.7	116.6	67.4	2178	2068.1	1084.2
Affymetrix:CompositeSequence:Mouse430A_2:1427503_at	2459.4	1443.7	839.3	3049	6285.5	6183
Affymetrix:CompositeSequence:Mouse430A_2:1427504_s_at	899.9	1819.6	1521	161.1	1140.3	1498.8
Affymetrix:CompositeSequence:Mouse430A_2:1427505_a_at	144.1	63.7	561.8	161.6	833.2	344.8
Affymetrix:CompositeSequence:Mouse430A_2:1427506_at	129.2	747.8	388	93.4	2254.4	146.8
Affymetrix:CompositeSequence:Mouse430A_2:1427507_at	166.1	490.5	1141.9	114.1	67	895.8
Affymetrix:CompositeSequence:Mouse430A_2:1427508_at	1201.3	2259.8	1867.7	811.7	3357.6	133.3
Affymetrix:CompositeSequence:Mouse430A_2:1427509_at	2024.1	1084.6	234.8	922.3	122	482.4
Affymetrix:CompositeSequence:Mouse430A_2:1427510_at	1753.5	252	118.9	585.7	1975.4	1529.8
Affymetrix:CompositeSequence:Mouse430A_2:1427511_at	17782.8	16161	18262.8	23725	9274.2	11881.8
Affymetrix:CompositeSequence:Mouse430A_2:1427512_a_at	462.2	29.5	124.2	456.9	54.8	625.2
Affymetrix:CompositeSequence:Mouse430A_2:1427513_at	239.8	484.4	91.6	296.7	631.2	938.3
Affymetrix:CompositeSequence:Mouse430A_2:1427514_at	7454.8	6999	7370.2	7932.1	18246.6	11922.7
Affymetrix:CompositeSequence:Mouse430A_2:1427515_at	521.3	524.6	1560.5	206.6	712.3	2766
Affymetrix:CompositeSequence:Mouse430A_2:1427516_a_at	411.9	178.8	660.7	352.4	1418.3	311
Affymetrix:CompositeSequence:Mouse430A_2:1427517_at	159.8	61.5	311.3	620	76	198.7
Affymetrix:CompositeSequence:Mouse430A_2:1427518_at	1214.5	5352.5	1956.5	2691.6	752.9	1325.8
Affymetrix:CompositeSequence:Mouse430A_2:1427519_at	1420.3	1360.9	2349.9	1312.4	1623.8	1539.8
Affymetrix:CompositeSequence:Mouse430A_2:1427520_a_at	547.9	296.3	574.2	21.2	28.4	486.3
Affymetrix:CompositeSequence:Mouse430A_2:1427521_a_at	774.5	232	1647	381.5	392.7	1268.2
Affymetrix:CompositeSequence:Mouse430A_2:1427522_at	680.1	545.5	122.9	41.3	385.7	30.2
Affymetrix:CompositeSequence:Mouse430A_2:1427523_at	1091.9	2341.4	2856.3	1399	1963.6	2045.2
Affymetrix:CompositeSequence:Mouse430A_2:1427524_a_at	1770.3	548.1	527.8	2287.6	2627.9	3398.9
Affymetrix:CompositeSequence:Mouse430A_2:1427525_at	1361.2	2193.6	2378.2	4863.8	6623	3857.9
Affymetrix:CompositeSequence:Mouse430A_2:1427526_at	1284.4	748	2595.5	1882	1415.3	2357.7
Affymetrix:CompositeSequence:Mouse430A_2:1427527_a_at	275.7	297.6	215.7	383.1	689.7	131.8
Affymetrix:CompositeSequence:Mouse430A_2:1427528_a_at	757.8	588.2	1002.3	821.3	1740.7	1334.7
Affymetrix:CompositeSequence:Mouse430A_2:1427529_at	2939.6	1706.2	3676.6	3487.4	2306.3	1302
Affymetrix:CompositeSequence:Mouse430A_2:1427530_at	33.1	1551.3	1583.5	985	1418.4	1289.6
Affymetrix:CompositeSequence:Mouse430A_2:1427531_a_at	1438.2	814.1	202.6	268.1	358.8	1838.7
Affymetrix:CompositeSequence:Mouse430A_2:1427532_at	1341.5	1427.1	351.5	892.3	301	41.4
Affymetrix:CompositeSequence:Mouse430A_2:1427533_at	165.4	68.9	146.8	179.1	98.1	178.8
Affymetrix:CompositeSequence:Mouse430A_2:1427534_at	501.5	106.1	265.2	1059.6	298.6	68
Affymetrix:CompositeSequence:Mouse430A_2:1427535_s_at	1041.7	279.8	269	189.7	207.3	199.8
Affymetrix:CompositeSequence:Mouse430A_2:1427536_at	731.8	3447.1	2506.9	2505	3906.9	4962.8
Affymetrix:CompositeSequence:Mouse430A_2:1427537_at	23.3	1491.4	186.8	84.5	2233.9	421
Affymetrix:CompositeSequence:Mouse430A_2:1427538_at	459.3	524.1	92.5	229.1	267.2	214.6
Affymetrix:CompositeSequence:Mouse430A_2:1427539_a_at	16786.9	8697.6	23116.2	11020.3	15987.5	9050.6
Affymetrix:CompositeSequence:Mouse430A_2:1427540_at	1909.8	1148.5	4651.4	1045.8	2880.3	1762.9
Affymetrix:CompositeSequence:Mouse430A_2:1427541_x_at	672.9	180	1768	767.4	1814.4	174.6
Affymetrix:CompositeSequence:Mouse430A_2:1427542_at	69.8	914.4	402.4	121.4	419.9	928.8
Affymetrix:CompositeSequence:Mouse430A_2:1427543_s_at	50.5	1215.7	739.3	151.7	2198.5	424.7
Affymetrix:CompositeSequence:Mouse430A_2:1427544_a_at	2010.3	688.6	392.6	1327.7	1541.2	46.4
Affymetrix:CompositeSequence:Mouse430A_2:1427545_at	1708.5	1678.6	2362.4	1628.3	642.6	1356.5
Affymetrix:CompositeSequence:Mouse430A_2:1427546_at	653.7	479.9	48.5	148.7	155.4	144.3
Affymetrix:CompositeSequence:Mouse430A_2:1427547_a_at	31.7	175.6	93	26.6	1061.4	18.8
Affymetrix:CompositeSequence:Mouse430A_2:1427548_a_at	1391.4	79.6	3286.9	1721.2	2336.5	185.9
Affymetrix:CompositeSequence:Mouse430A_2:1427549_s_at	369.3	352.2	88.1	31	99.8	86.3
Affymetrix:CompositeSequence:Mouse430A_2:1427550_at	1393.2	1062.5	2160	113.1	394.7	531.9
Affymetrix:CompositeSequence:Mouse430A_2:1427551_at	3178.9	668	2138.9	3220.1	3094.6	2083.7
Affymetrix:CompositeSequence:Mouse430A_2:1427552_a_at	55.4	581.1	331	1458.4	257.4	81.6
Affymetrix:CompositeSequence:Mouse430A_2:1427553_at	2535.6	2498.1	1130.8	1355.1	2412.9	1908
Affymetrix:CompositeSequence:Mouse430A_2:1427554_at	78.6	650.6	1685.5	1220.9	337.9	32.8
Affymetrix:CompositeSequence:Mouse430A_2:1427555_at	2193.3	569.7	160	1206	1134	1937.9
Affymetrix:CompositeSequence:Mouse430A_2:1427556_at	1876.7	4569.7	1696.2	645.5	8064.7	2585.5
Affymetrix:CompositeSequence:Mouse430A_2:1427557_at	487	1466.7	457.9	689.5	1487.1	229.7
Affymetrix:CompositeSequence:Mouse430A_2:1427558_s_at	3305.2	534.6	3437.7	3390.9	646.2	418.3
Affymetrix:CompositeSequence:Mouse430A_2:1427559_a_at	2388.9	111.1	137.5	2559.5	2268.6	715.1
Affymetrix:CompositeSequence:Mouse430A_2:1427560_at	426.4	142.8	304.7	1230.3	1682.5	144.2
Affymetrix:CompositeSequence:Mouse430A_2:1427561_a_at	475.5	1211.3	532	476.7	159	1252.5
Affymetrix:CompositeSequence:Mouse430A_2:1427562_a_at	109.4	821.2	4433.4	592.8	1407.3	1664.1
Affymetrix:CompositeSequence:Mouse430A_2:1427563_at	36.6	72.1	1533.3	247.7	126.1	1166.1
Affymetrix:CompositeSequence:Mouse430A_2:1427564_at	1600.5	1232.6	3207.3	876.8	7304	2762.6
Affymetrix:CompositeSequence:Mouse430A_2:1427565_a_at	322	60.2	1224.9	230.3	56.5	869.9
Affymetrix:CompositeSequence:Mouse430A_2:1427566_at	773	185.8	678	658.7	828.4	471.5
Affymetrix:CompositeSequence:Mouse430A_2:1427567_a_at	20024.2	12701.7	16917	15193.3	14947.3	17366.9
Affymetrix:CompositeSequence:Mouse430A_2:1427568_a_at	3141.9	2362.2	2862.6	1828.5	614.6	1883.8
Affymetrix:CompositeSequence:Mouse430A_2:1427569_a_at	1467.3	1356.8	5815.7	1298.5	413.8	1117.5
Affymetrix:CompositeSequence:Mouse430A_2:1427570_at	1487.6	973.7	388.5	195.6	457.7	933.9
Affymetrix:CompositeSequence:Mouse430A_2:1427571_at	648.7	986.4	370.8	1263.3	2119	689.3
Affymetrix:CompositeSequence:Mouse430A_2:1427572_at	53	53.9	492.2	1675.4	180.9	2011.5
Affymetrix:CompositeSequence:Mouse430A_2:1427573_at	18.1	28.3	498.9	19.3	475.6	1587.5
Affymetrix:CompositeSequence:Mouse430A_2:1427574_s_at	236.7	903.7	324.4	274.7	649.6	692
Affymetrix:CompositeSequence:Mouse430A_2:1427575_at	818.5	33.8	1745.5	102.3	721.1	304.9
Affymetrix:CompositeSequence:Mouse430A_2:1427576_at	2081.7	4137.5	2605.1	1490.4	2597.4	3200.7
Affymetrix:CompositeSequence:Mouse430A_2:1427577_x_at	278.7	3137.8	771.3	3536.7	4062.7	2359.5
Affymetrix:CompositeSequence:Mouse430A_2:1427578_a_at	5133.4	14517.2	2607.7	9379.2	6506.8	7719.3
Affymetrix:CompositeSequence:Mouse430A_2:1427579_at	28.8	78.3	1304.8	111.8	856.4	1441.5
Affymetrix:CompositeSequence:Mouse430A_2:1427580_a_at	242.6	138.2	85.1	191.1	1175	401.3
Affymetrix:CompositeSequence:Mouse430A_2:1427581_at	220.4	427.7	1813.6	1661.6	251.3	34.7
Affymetrix:CompositeSequence:Mouse430A_2:1427582_at	224.4	302.8	364.3	79.2	83.9	45.4
Affymetrix:CompositeSequence:Mouse430A_2:1427583_at	463.5	1034.1	1096.4	1548.1	82.1	1197.3
Affymetrix:CompositeSequence:Mouse430A_2:1427584_at	498.4	82.2	322.2	165.4	184.1	897.5
Affymetrix:CompositeSequence:Mouse430A_2:1427585_at	12.4	173.3	92.6	235.6	27.4	224
Affymetrix:CompositeSequence:Mouse430A_2:1427586_at	1901.6	104.6	144.4	147.4	1961	88.8
Affymetrix:CompositeSequence:Mouse430A_2:1427587_at	23.5	226.6	44.2	1142.6	28.5	785.1
Affymetrix:CompositeSequence:Mouse430A_2:1427588_a_at	58.1	61.8	178.9	500.8	1500.1	169.7
Affymetrix:CompositeSequence:Mouse430A_2:1427589_at	601.6	116.4	343.8	241.7	1649.5	204.8
Affymetrix:CompositeSequence:Mouse430A_2:1427590_at	113.1	138.4	370.7	94.2	655	339.7
Affymetrix:CompositeSequence:Mouse430A_2:1427591_at	132.6	18.5	59.1	116	100.3	201.1
Affymetrix:CompositeSequence:Mouse430A_2:1427592_at	1650.4	574.2	2480.2	2103.3	92.5	70.9
Affymetrix:CompositeSequence:Mouse430A_2:1427593_at	1024.1	674.9	489.4	2052.9	536.4	1133
Affymetrix:CompositeSequence:Mouse430A_2:1427594_at	715	1350.9	224.8	118.3	64	301
Affymetrix:CompositeSequence:Mouse430A_2:1427595_at	56.6	41.4	149.7	1086.3	167.9	458.6
Affymetrix:CompositeSequence:Mouse430A_2:1427596_at	175.1	71.6	112.1	408.9	465.3	182.9
Affymetrix:CompositeSequence:Mouse430A_2:1427597_at	750.5	671.9	1716.8	909.8	67.9	318.3
Affymetrix:CompositeSequence:Mouse430A_2:1427598_at	2275.4	179.1	3580.2	1426.1	157	1839
Affymetrix:CompositeSequence:Mouse430A_2:1427599_at	271	1237.1	225.9	1870.8	319.4	123.9
Affymetrix:CompositeSequence:Mouse430A_2:1427600_at	1458.3	75	31.9	1193.6	55.4	37.7
Affymetrix:CompositeSequence:Mouse430A_2:1427601_at	1312.9	222.2	407.6	1650.1	642.3	1152.9
Affymetrix:CompositeSequence:Mouse430A_2:1427602_at	624.2	664.3	154	44.8	1031.9	1225.3
Affymetrix:CompositeSequence:Mouse430A_2:1427603_at	38.9	74.7	199.1	205.1	190.8	48.4
Affymetrix:CompositeSequence:Mouse430A_2:1427604_a_at	1564.8	1187.7	2478.6	2342.6	473	528.3
Affymetrix:CompositeSequence:Mouse430A_2:1427605_at	409.6	93.7	1958.2	127.1	241.4	416.3
Affymetrix:CompositeSequence:Mouse430A_2:1427606_at	87.4	1682.6	417.6	45.8	1605.1	1103.6
Affymetrix:CompositeSequence:Mouse430A_2:1427607_at	238.5	57.1	1136	107.9	120.9	871.4
Affymetrix:CompositeSequence:Mouse430A_2:1427608_a_at	310.1	821.6	1168.3	1229.8	438.9	22.8
Affymetrix:CompositeSequence:Mouse430A_2:1427609_at	290.2	48.2	495.5	84.5	186.6	78.7
Affymetrix:CompositeSequence:Mouse430A_2:1427610_at	904.2	34.2	1453.1	342.6	66.7	216.2
Affymetrix:CompositeSequence:Mouse430A_2:1427611_at	456.5	67.2	2706.9	539.4	294.8	455.6
Affymetrix:CompositeSequence:Mouse430A_2:1427612_at	28.1	51.3	51.7	227	1210.3	353.7
Affymetrix:CompositeSequence:Mouse430A_2:1427613_at	33.8	168.5	885.1	999.3	1458.4	419.6
Affymetrix:CompositeSequence:Mouse430A_2:1427614_at	373.7	340.1	86.1	184.6	18.7	536.9
Affymetrix:CompositeSequence:Mouse430A_2:1427615_at	226.2	29.7	19.9	36.1	94.5	24.2
Affymetrix:CompositeSequence:Mouse430A_2:1427616_at	86.3	487.1	94.2	188	35.8	66
Affymetrix:CompositeSequence:Mouse430A_2:1427617_at	199.5	766.9	52.2	919.1	576.4	976.4
Affymetrix:CompositeSequence:Mouse430A_2:1427618_at	113.5	376.5	202.9	60.1	843.8	112
Affymetrix:CompositeSequence:Mouse430A_2:1427619_a_at	562.8	386.7	2489.3	4147.5	2163.7	1346.6
Affymetrix:CompositeSequence:Mouse430A_2:1427620_at	810.2	893.9	414.6	45.3	2132.7	344.7
Affymetrix:CompositeSequence:Mouse430A_2:1427621_at	94.8	501.1	277.1	139	974	203.3
Affymetrix:CompositeSequence:Mouse430A_2:1427622_at	413.6	165.6	236.4	56.8	105.2	735.6
Affymetrix:CompositeSequence:Mouse430A_2:1427623_at	42.2	785	248.8	50	172.6	65.3
Affymetrix:CompositeSequence:Mouse430A_2:1427624_s_at	104.4	43.6	37.2	696.7	52.2	689.1
Affymetrix:CompositeSequence:Mouse430A_2:1427625_a_at	2851.3	2118.8	686.2	58.3	157.5	218.9
Affymetrix:CompositeSequence:Mouse430A_2:1427626_at	149.1	154.9	219.9	283	682.7	96.4
Affymetrix:CompositeSequence:Mouse430A_2:1427627_at	452.9	1312	168.8	1083.3	192.7	2215.2
Affymetrix:CompositeSequence:Mouse430A_2:1427628_at	1007.4	1191.7	1442.7	1018.5	89	98.6
Affymetrix:CompositeSequence:Mouse430A_2:1427629_at	122	1193.2	391.7	201.8	1974.8	527.6
Affymetrix:CompositeSequence:Mouse430A_2:1427630_x_at	546.8	708.6	3831.3	1082.2	1565.9	4244.6
Affymetrix:CompositeSequence:Mouse430A_2:1427631_x_at	1509.7	224.1	558.8	2168.5	1421.5	3012.9
Affymetrix:CompositeSequence:Mouse430A_2:1427632_x_at	45.8	913.8	1241.8	617.5	878.6	346.5
Affymetrix:CompositeSequence:Mouse430A_2:1427633_a_at	679.5	4426.8	1334.7	3459.1	1541.3	5521
Affymetrix:CompositeSequence:Mouse430A_2:1427634_at	1235.5	161.4	767.5	2561	69.8	321.2
Affymetrix:CompositeSequence:Mouse430A_2:1427635_at	431.1	51.3	47.9	321.8	914.7	417.4
Affymetrix:CompositeSequence:Mouse430A_2:1427636_at	381.6	1100.1	740.5	1169.4	1213	190.4
Affymetrix:CompositeSequence:Mouse430A_2:1427637_a_at	60.3	35.3	1560.5	437.6	541.7	840.6
Affymetrix:CompositeSequence:Mouse430A_2:1427638_at	1312	1368.4	2790	302.6	3009.6	1464.4
Affymetrix:CompositeSequence:Mouse430A_2:1427639_a_at	2066.5	150.1	1324.6	1608.7	1117.8	1760.2
Affymetrix:CompositeSequence:Mouse430A_2:1427640_a_at	589.5	174.5	315.3	1137.9	95.9	160.5
Affymetrix:CompositeSequence:Mouse430A_2:1427641_at	14.5	579.8	30.7	45.2	956.6	178.5
Affymetrix:CompositeSequence:Mouse430A_2:1427642_at	1891.3	265.4	958.8	1549.5	1455.6	1743.4
Affymetrix:CompositeSequence:Mouse430A_2:1427643_at	355.8	1862.1	3060.2	3643.1	2922.7	2074.8
Affymetrix:CompositeSequence:Mouse430A_2:1427644_at	32.9	12.7	78	157	55.9	21.9
Affymetrix:CompositeSequence:Mouse430A_2:1427645_a_at	823.1	582.3	189	425.1	1971	58.9
Affymetrix:CompositeSequence:Mouse430A_2:1427646_a_at	129.2	45.9	166.7	1148.1	84.8	54.9
Affymetrix:CompositeSequence:Mouse430A_2:1427647_at	461.6	197.1	1102.1	251.4	522.7	577.2
Affymetrix:CompositeSequence:Mouse430A_2:1427648_at	694.6	32	141.6	602.6	126.8	634.5
Affymetrix:CompositeSequence:Mouse430A_2:1427649_at	53.7	792.6	342	571.2	560.7	999.9
Affymetrix:CompositeSequence:Mouse430A_2:1427650_a_at	391.5	1278.4	4048.1	908.9	4509	4495.9
Affymetrix:CompositeSequence:Mouse430A_2:1427651_x_at	141479.8	110146.1	147648.6	79673.1	74834.3	66476.5
Affymetrix:CompositeSequence:Mouse430A_2:1427652_x_at	1113.4	56.1	817.8	1412.2	127.2	1049.5
Affymetrix:CompositeSequence:Mouse430A_2:1427653_at	212.7	296.5	93.1	161.1	119.6	88.9
Affymetrix:CompositeSequence:Mouse430A_2:1427654_a_at	2098.7	1774.3	1284.2	321.7	849.5	217.4
Affymetrix:CompositeSequence:Mouse430A_2:1427655_a_at	117.1	1563.6	1938.3	37.9	984.4	1061.7
Affymetrix:CompositeSequence:Mouse430A_2:1427656_at	10106.6	6009.6	12111.7	12419.2	10272.7	1202.7
Affymetrix:CompositeSequence:Mouse430A_2:1427657_at	1342	1775.2	761.7	1405.3	2089.9	138.3
Affymetrix:CompositeSequence:Mouse430A_2:1427658_at	112.4	122.2	480.8	163.3	2177.5	184.4
Affymetrix:CompositeSequence:Mouse430A_2:1427659_at	172	99.2	152.1	193.7	685.2	124.1
Affymetrix:CompositeSequence:Mouse430A_2:1427660_x_at	453.5	10016.4	15013.7	18961.6	15421.2	18912.1
Affymetrix:CompositeSequence:Mouse430A_2:1427661_a_at	5902.8	193.9	2833.6	392.7	256.1	108.8
Affymetrix:CompositeSequence:Mouse430A_2:1427662_at	696.5	48.9	243	303.1	570.8	161.6
Affymetrix:CompositeSequence:Mouse430A_2:1427663_a_at	1360.3	4805.6	1266.7	491.5	10190.4	3196.4
Affymetrix:CompositeSequence:Mouse430A_2:1427664_at	36.2	42.8	66.6	223.2	70.7	59.3
Affymetrix:CompositeSequence:Mouse430A_2:1427665_a_at	64.5	247.7	178.8	628.8	2064.8	2048.2
Affymetrix:CompositeSequence:Mouse430A_2:1427666_a_at	1074.1	1845.8	2344.5	1500.3	152.1	3209.2
Affymetrix:CompositeSequence:Mouse430A_2:1427667_s_at	4664.9	2295.6	204.6	704.2	1990.4	825.7
Affymetrix:CompositeSequence:Mouse430A_2:1427668_at	2521.1	1791.9	174.6	1519.4	3775.4	1380.2
Affymetrix:CompositeSequence:Mouse430A_2:1427669_a_at	459.6	988.6	121	661.3	414.6	624.1
Affymetrix:CompositeSequence:Mouse430A_2:1427670_a_at	8002.6	5413.5	6990.4	7837.5	7698.6	8339.9
Affymetrix:CompositeSequence:Mouse430A_2:1427671_a_at	479.8	402.9	60	361.9	78.3	1696.6
Affymetrix:CompositeSequence:Mouse430A_2:1427672_a_at	17182.5	8206.8	11750.4	9285	11797	19492.5
Affymetrix:CompositeSequence:Mouse430A_2:1427673_a_at	76	83.2	790.3	122.6	2197.5	798
Affymetrix:CompositeSequence:Mouse430A_2:1427674_a_at	238.1	220.7	1324.7	139.6	1327.8	122.4
Affymetrix:CompositeSequence:Mouse430A_2:1427675_at	813.3	815.1	1257.3	459	230.6	1373.5
Affymetrix:CompositeSequence:Mouse430A_2:1427676_a_at	782.2	797.5	272.7	973	2770.7	39
Affymetrix:CompositeSequence:Mouse430A_2:1427677_a_at	91.1	369.7	1006.3	54.8	501.4	1946.3
Affymetrix:CompositeSequence:Mouse430A_2:1427678_at	210.6	853.8	1072.2	3376.5	460.2	4207.9
Affymetrix:CompositeSequence:Mouse430A_2:1427679_at	1333.5	1374.4	3301.1	380.9	1245.4	1677.7
Affymetrix:CompositeSequence:Mouse430A_2:1427680_a_at	1704.1	720.2	726.2	1688.2	223.3	4523.7
Affymetrix:CompositeSequence:Mouse430A_2:1427681_s_at	973.2	17.7	1598.7	102.9	487.6	103.7
Affymetrix:CompositeSequence:Mouse430A_2:1427682_a_at	1021	4511.4	71.8	3059.3	110.8	196.5
Affymetrix:CompositeSequence:Mouse430A_2:1427683_at	1430.3	9193.6	91.4	3835.3	709	1262.1
Affymetrix:CompositeSequence:Mouse430A_2:1427684_at	208.9	1047.5	1542.8	87.3	111.3	79.4
Affymetrix:CompositeSequence:Mouse430A_2:1427685_a_at	90.6	62.2	213.6	665	251.1	545.5
Affymetrix:CompositeSequence:Mouse430A_2:1427686_at	205.8	51.1	164.8	31.7	59.5	24.8
Affymetrix:CompositeSequence:Mouse430A_2:1427687_at	622.2	437.5	1477.1	1143.7	2144.3	1864.1
Affymetrix:CompositeSequence:Mouse430A_2:1427688_a_at	85.1	31.4	124.1	104.1	223.2	102.4
Affymetrix:CompositeSequence:Mouse430A_2:1427689_a_at	7382.3	3561.4	5496.2	3640.5	323.9	3717.2
Affymetrix:CompositeSequence:Mouse430A_2:1427690_a_at	70.6	78.1	90.6	90.7	47	114
